Destinations,E06000001,E06000002,E06000003,E06000004,E06000005,E06000006,E06000007,E06000008,E06000009,E06000010,E06000011,E06000012,E06000013,E06000014,E06000015,E06000016,E06000017,E06000018,E06000019,E06000020,E06000021,E06000022,E06000023,E06000024,E06000025,E06000026,E06000027,E06000058,E06000030,E06000031,E06000032,E06000033,E06000034,E06000035,E06000036,E06000037,E06000038,E06000039,E06000040,E06000041,E06000042,E06000043,E06000044,E06000045,E06000046,E06000047,E06000049,E06000050,E06000051,E06000052,E06000053,E06000054,E06000055,E06000056,E06000057,E07000004,E07000005,E07000006,E07000007,E07000008,E07000009,E07000010,E07000011,E07000012,E07000026,E07000027,E07000028,E07000029,E07000030,E07000031,E07000032,E07000033,E07000034,E07000035,E07000036,E07000037,E07000038,E07000039,E07000040,E07000041,E07000042,E07000043,E07000044,E07000045,E07000046,E07000047,E06000059,E07000061,E07000062,E07000063,E07000064,E07000065,E07000066,E07000067,E07000068,E07000069,E07000070,E07000071,E07000072,E07000073,E07000074,E07000075,E07000076,E07000077,E07000078,E07000079,E07000080,E07000081,E07000082,E07000083,E07000084,E07000085,E07000086,E07000087,E07000088,E07000089,E07000090,E07000091,E07000092,E07000093,E07000094,E07000095,E07000096,E07000098,E07000099,E07000102,E07000103,E07000105,E07000106,E07000107,E07000108,E07000109,E07000110,E07000111,E07000112,E07000113,E07000114,E07000115,E07000116,E07000117,E07000118,E07000119,E07000120,E07000121,E07000122,E07000123,E07000124,E07000125,E07000126,E07000127,E07000128,E07000129,E07000130,E07000131,E07000132,E07000133,E07000134,E07000135,E07000136,E07000137,E07000138,E07000139,E07000140,E07000141,E07000142,E07000143,E07000144,E07000145,E07000146,E07000147,E07000148,E07000149,E07000150,E07000151,E07000152,E07000153,E07000154,E07000155,E07000156,E07000163,E07000164,E07000165,E07000166,E07000167,E07000168,E07000169,E07000170,E07000171,E07000172,E07000173,E07000174,E07000175,E07000176,E07000177,E07000178,E07000179,E07000180,E07000181,E07000187,E07000188,E07000189,E07000246,E07000192,E07000193,E07000194,E07000195,E07000196,E07000197,E07000198,E07000199,E07000200,E07000245,E07000202,E07000203,E07000244,E07000207,E07000208,E07000209,E07000210,E07000211,E07000212,E07000213,E07000214,E07000215,E07000216,E07000217,E07000218,E07000219,E07000220,E07000221,E07000222,E07000223,E07000224,E07000225,E07000226,E07000227,E07000228,E07000229,E07000234,E07000235,E07000236,E07000237,E07000238,E07000239,E07000240,E07000241,E07000242,E07000243,E08000001,E08000002,E08000003,E08000004,E08000005,E08000006,E08000007,E08000008,E08000009,E08000010,E08000011,E08000012,E08000013,E08000014,E08000015,E08000016,E08000017,E08000018,E08000019,E08000021,E08000022,E08000023,E08000024,E08000025,E08000026,E08000027,E08000028,E08000029,E08000030,E08000031,E08000032,E08000033,E08000034,E08000035,E08000036,E08000037,E09000001,E09000002,E09000003,E09000004,E09000005,E09000006,E09000007,E09000008,E09000009,E09000010,E09000011,E09000012,E09000013,E09000014,E09000015,E09000016,E09000017,E09000018,E09000019,E09000020,E09000021,E09000022,E09000023,E09000024,E09000025,E09000026,E09000027,E09000028,E09000029,E09000030,E09000031,E09000032,E09000033,N92000002,S92000003,W06000001,W06000002,W06000003,W06000004,W06000005,W06000006,W06000008,W06000009,W06000010,W06000011,W06000012,W06000013,W06000014,W06000015,W06000016,W06000018,W06000019,W06000020,W06000021,W06000022,W06000023,W06000024
E06000001,,1.3371,1.4667,1.2907,1.3837,,,1.2274,1.2684,1.2383,1.3805,1.2294,1.2931,1.1976,1.2484,1.3034,,1.2788,1.2259,1.213,,1.2061,2.4427,,,,1.2604,1.3142,,1.2494,1.2571,1.2142,1.2152,,,1.2124,,1.2109,1.1989,,1.2306,1.2229999999999999,1.1981,1.2106,1.3043,2.5872,1.1524,1.1891,1.2099,1.2296,,1.4608,1.1528,1.2174,1.2164,1.2207,,1.2096,1.1931,1.2492,,1.2081,,1.2409,1.3329,1.2590000000000001,1.3038,1.2122,1.1953,1.2497,,1.2979,1.2229999999999999,1.3238,1.291,,,1.3511,1.2724,1.261,1.2431,,,1.2909,,,1.2887,1.3145,1.2233,,1.3143,,,1.2223,,,1.2209999999999999,1.2305,1.2236,,,,1.2356,,,,,1.2358,,1.2096,1.2363,,,,1.2553,,,1.2489,,1.2335,,1.2194,1.2193,1.2196,,1.2674,1.2819,1.1258,1.2032,,,1.2469,,1.1102,1.1808,1.1989,,,1.2076,1.2128,1.2333,1.1873,,1.274,,1.219,0.9668,,,,1.2302,,1.2619,,1.0332,,,2.526,1.278,1.2996,1.2546,,1.2841,,1.3111,,1.6363,1.2748,1.2930000000000001,,1.2589,,,1.3193,,1.2742,,,1.2639,1.2192,1.3082,1.266,1.2690000000000001,1.2735,1.2435,1.2573,,1.2745,1.2768,1.2641,1.2783,1.2561,1.2696,,1.2239,1.2266,1.411,1.2318,1.2023,1.189,1.2099,1.2815,,,,,,,,,,1.2871,1.2652,,,1.2868,1.2091,1.2116,1.1692,,1.216,,,0.9590000000000001,,,,1.2311,,1.1774,1.2091,,1.1843,1.2329999999999999,1.2309,,,,,,,1.2382,,,1.2182,1.2244,1.2123,1.3135,1.2233,1.2161,1.1129,,1.2285,1.0388,1.2112,1.2252,1.3005,1.1948,,1.2244,1.2919,1.2356,1.3255,1.2314,1.5347,1.2765,1.2930000000000001,1.2279,1.449,1.1035,1.2052,1.5667,1.2955,,1.2167,1.2461,1.2423,1.2563,1.3769,1.2893,1.3054,1.6212,1.2345,1.1941,,,1.2409999999999999,1.2383,1.2221,1.2103,1.2077,,1.1954,1.2538,1.2131,,1.2401,1.2454,1.2617,1.2713,1.2466,1.2363,1.198,,1.1873,1.1695,1.2865,1.2256,,1.2963,1.2269,1.2002,1.2022,1.2287,1.2684,1.2037,1.2155,1.1518,1.1436,1.1520000000000001,1.1298,,1.2043,1.1912,1.2012,,1.1161,,1.2037,1.1982,,,,,,1.2164,,,,1.1486,
E06000002,1.0846,,1.2932,1.2461,1.4569999999999999,1.244,1.2485,1.2749,1.2161,1.2949,1.2644,1.2838,1.3059,1.2001,1.2855,1.2491,1.2752,1.3359999999999999,1.2295,1.2088,1.2228,1.2306,1.2075,1.2284,1.2311,1.248,1.2708,1.3006,1.2441,1.2046,1.2608,1.2223,1.2175,1.1973,1.1903,1.1981,1.1833,1.1703,1.1945,1.2031,1.2173,1.2229999999999999,1.2214,1.2577,1.2673,1.249,1.2019,1.1738,3.0,1.2965,,1.2632,1.2702,1.2539,1.3303,1.3063,1.1971,,1.2217,1.1846,,1.2499,1.2569,1.2491,1.3183,1.2467,1.301,1.2518,1.2579,1.3115,,1.2465,1.2524,1.2479,1.2782,1.2499,1.2158,1.2733,1.2575,1.2601,,2.5079,1.252,1.2511,1.2505,1.2458,1.3135,1.2147,1.2335,1.228,1.2255,1.2273,1.1886,,,,1.2159,1.2064,1.2261,1.2255,,,1.2155,1.2109999999999999,1.1853,1.2294,1.2293,1.2254,2.4683,,1.2312,,1.2264,1.225,1.208,,,1.2126,,1.2242,1.2308,,1.2283,1.1954,1.2207,1.2188,1.2207,1.2043,1.1916,1.1919,,1.2013,1.2066,,1.1935,,1.2018,1.1974,1.2001,1.2254,1.2319,1.2284,1.315,1.2393,2.3775,1.2288,1.2409,1.2189,1.2323,1.2298,1.2533,1.2632,2.5321,1.2607,1.2544,1.2667,,1.2695,1.265,1.2244,1.2807,1.2734,,1.2733,1.2744,1.3269,,,1.2715,,1.2778,1.2892,,1.4238,1.2366,1.2676,1.2444,1.2542,1.2535,1.2326,1.263,1.5454,1.2408,1.4451,1.2007,1.2831,1.2673,1.7865,1.2515,1.2727,1.2887,1.5762,1.2829,1.2545,1.2357,1.2531,1.1995,1.2381,1.2708,1.213,1.2087,1.1931,1.2196,2.353,,1.2457,1.2155,1.2113,1.2556,1.2948,,1.255,1.2513,1.2476,1.2543,1.1984,,1.1783,2.4286,1.2096,1.2141,1.2112,1.2306,1.2095,1.2307,1.1781,1.2215,1.2147,1.2143,1.218,1.212,,1.2395,1.2242,1.2329,1.2225,1.3265,,1.2193,,,1.2105,1.1998,,1.2244,1.2315,1.2278,1.247,1.2453,1.2056,1.0846,1.2198,1.1564,1.2107,1.2249,1.2142,1.2211,2.4329,1.2401,0.1663,1.2243,1.2395,1.2527,1.2501,1.2833,1.3243,1.2981,1.2395,1.2683,1.2438,1.1665,1.3103,1.2503,1.2428,1.2747,1.2374,1.2502,1.1440000000000001,2.7934,1.2841,1.2751,1.2135,1.2874,1.5409,1.2069,1.2335,1.2234,1.2286,1.2345,1.2139,1.1958,1.2442,1.2797,1.2451,1.2154,1.2246,1.2229,1.2218,1.235,1.2216,1.2559,1.2612,1.2282,1.2539,1.2402,1.1936,1.2013,1.1931,1.2395,1.2632,1.202,1.2025,1.2083,1.2338,1.2594,1.2197,1.2619,1.0168,1.0664,1.2186,1.1982,1.1935,1.2036,1.1767,1.1764,1.1764,1.1637,1.2365,,1.2107,1.183,,1.2209999999999999,1.1102,,,1.1869,1.181,1.1581,2.3359,
E06000003,1.4566,1.2707,,1.2266,1.5747,1.3525,1.2958,,1.1551,1.2764,1.1763,1.2317,1.2589,1.3358,1.1829,1.2541,,1.2475,1.2147,1.2078,,2.4621,1.2346,1.2147,1.2336,1.2376,,1.2855,1.2406,,2.5003,,,1.199,1.2068,1.1249,1.1938,1.1851,,1.1819,1.2022,1.1062,1.2291,1.2264,1.2249,1.1856,1.1404,1.146,1.2111,1.2227,,1.2298,1.2781,1.2349,1.2309999999999999,,,,,1.2419,1.246,1.1575,1.226,,1.2155,1.1638,1.1724,1.2651,1.2338,1.2209,,1.2562,1.2414,,1.3062,1.2692,1.2549,1.2837,,,,1.1884,,,,1.3056,,,1.214,,1.2126,,,1.1981,1.1843,,1.1874,1.2164,,,,1.3234,,,,,,1.2325,1.247,1.2094,1.2416,,,1.2297,1.2265,1.2536,1.2156,,1.2218,,1.2436,1.2508,1.1712,1.2191,,,1.2278,,1.1965,1.1919,1.1834,,1.2175,1.1819,1.176,1.1943,1.3031,1.1928,,,1.2515,1.2443,,1.2851,1.2187,1.2201,,,1.2457,1.2608,,1.2653,1.1558,,,,1.1868,1.1749,1.2518,1.2856,1.2587,1.2634,1.3493,1.2695,1.2717,,1.2452,1.2386,,,1.2658,,,,,1.273,1.2751,1.2472,,1.2724,1.0425,1.2529,1.219,1.1753,1.1998,1.1379,1.2585,1.2553,1.2549,1.3036,1.2459,1.1957,1.3173,1.2361,1.1182,1.2427,,1.2372,1.2327,1.1975,1.1789,,,1.2192,1.2296,1.2391,1.2022,,,,1.2933,1.2369,,1.2679,1.2455,1.2444,,,1.2023,,1.2198,,1.2357,,,,1.1953,1.2148,1.2286,,1.2091,,,1.2168,1.2615,1.2323,,,,1.194,1.2132,1.2287,1.2018,,,1.2047,1.2111,,1.2299,1.1525,1.2236,1.2253,1.1926,1.2085,1.2311,1.2454,1.2034,1.2467,1.2321,1.2352,1.216,3.0,1.3758,1.2297,1.2637,1.26,1.264,1.3508,1.2483,1.2322,2.3594,1.2114,1.2757,1.2335,1.2752,1.2439,1.246,,1.1975,,1.2742,1.4099,1.2231,1.5646,0.9756,1.2439,1.2221,1.2156,1.2609,,1.2133,,1.1525,1.2368,1.2229,1.2425,1.2321,1.2275,1.24,,,1.2378,1.2255,1.3055,1.258,1.1991,1.2068,1.2037,1.2062,1.2547,1.239,1.1984,1.2017,1.229,1.2707,1.1908,1.2651,0.9791,0.9824,,1.2165,1.1876,,,,1.1815,,1.1692,,,1.1855,1.1638,,1.1775,,,,,1.1824,,
E06000004,1.2686,1.2612,1.5968,,1.2363,1.2286,1.2516,1.2367,1.2422,1.3171,1.2208,1.281,1.2649,1.2882,1.2778,1.2726,1.2851,1.2899,1.2534,1.2171,1.2739,1.2506,1.2246,1.1917,1.264,1.2634,1.2403,1.2786,1.2188,1.2046,1.2497,1.2217,1.1911,1.27,1.2025,1.2775,1.1904,1.2045,1.1992,1.1493,1.3483,1.2041,1.2338,1.3232,1.2087,1.1758,1.1714,1.1868,1.2182,1.2036,,0.992,1.1526,1.2633,1.3084,2.4627,1.2445,,1.2465,1.2487,,,1.2535,1.2756,1.2813,1.2266,1.2009,1.272,2.4489,1.3215,1.2731,1.2229,1.2567,1.2546,1.2756,1.2547,1.2587,,1.2229999999999999,1.2558,,1.2522,,,1.2738,,1.3122,1.2187,1.2251,1.2213,1.2237,1.2225,1.2236,1.2145,1.1503,1.2183,1.2249,1.2134,1.2173,1.127,,1.2464,1.2389,1.2247,1.2367,1.2231,,,1.2333,,1.0875,1.2303,1.2173,1.2353,1.2174,1.1853,,1.2288,1.2357,1.2306,1.06,1.2225,1.4412,,1.2283,1.2273,1.2258,1.204,1.1636,1.208,1.1871,1.2251,1.1777,,1.193,1.2098,1.1885,1.2078,,1.2795,1.2285,1.227,,1.2955,1.2422,1.2433,1.1143,1.2611,1.2328,2.4461,1.2346,1.2484,1.2347,1.2227,1.5413,,1.2621,1.2621,,1.2133,1.2602,1.3364,,1.2325,1.237,1.2635,1.2666,1.2239,1.2803,1.2916,1.2743,1.2855,1.2494,1.2402,1.2644,1.0963,1.2648,,1.2634,1.2213,1.579,1.2093,1.2463,1.3630000000000002,1.2683,1.3021,1.2761,1.2706,1.2866,1.2608,1.2517,1.256,1.2469,1.2354,1.2065,1.3646,1.2269,1.2488,1.2003,,1.1845,1.234,1.2103,1.2192,1.2153,1.2419,1.2239,1.2291,1.2497,,,1.3138,1.2554,1.2481,,1.2166,1.2159,1.246,1.2123,1.2122,1.2155,1.2649,1.2552,1.2121,1.2109999999999999,1.2042,1.2284,1.2242,1.2032,1.202,1.1368,,1.3684,1.2279,1.2255,1.2278,1.2049,1.2257,1.2074,1.2119,1.2116,0.8857,1.218,,1.2189,1.2007,1.2355,1.2236,1.2333,1.3115,1.2584,1.225,1.1706,1.2003,1.2245,1.2549,1.1898,1.2549,1.242,1.2655,1.042,1.2686,1.2155,1.2878,1.2388,1.2693,1.225,3.0,1.2652,1.2511,2.3863,1.244,1.2755,1.2234,1.2529,1.2348,1.2686,1.2348,1.2664,1.31,1.2714,1.3115,1.2397,1.2003,1.0038,1.2283,1.2545,1.2198,1.2616,1.22,1.1939,1.2552,1.2298,1.1574,1.1978,1.2242,1.2402,1.2467,2.513,1.2571,1.2283,1.2404,1.2202,1.2592,1.1642,1.209,1.1674,1.2009999999999998,1.1998,1.2747,1.2225,1.197,1.2051,1.2467,1.2657,2.3897,1.2146,0.9125,1.0479,,1.183,1.1862,1.2273,1.2005,1.2311,1.1818,1.1611,1.1805,1.2041,1.1807,2.4129,1.2042,1.1912,1.1964,,1.1931,,,1.1886,1.1816,1.2338
E06000005,1.2917,1.3342,1.3366,1.2879,,1.2699,1.0002,1.2735,1.225,1.3466,1.2186,1.2731,1.2998,1.1437,1.1629,1.2758,1.2615,1.1587,1.2372,1.2203,1.2025,1.2487,1.2205,1.2329999999999999,,1.2498,1.2345,1.2853,1.2545,1.2338,1.2511,,,1.2418,,1.2156,1.2153,1.2195,1.208,1.2483,1.2453,1.2395,,1.1846,1.2148,1.291,1.2061,1.2193,1.1774,1.2631,,1.1911,1.2669,1.2472,1.1537,1.23,1.2201,1.3852,,1.2670000000000001,1.2124,1.3577,1.2488,1.2396,1.2854,1.348,1.2386,1.2204,1.5346,1.2804,1.3072,,1.2791,,,1.1025,1.2179,1.3449,1.286,1.2618,1.3089,,1.2256,1.2459,,,1.3326,,1.2312,1.22,,,1.2313,,,,1.2251,1.2279,,,,,1.2235,1.2124,1.2403,,1.2202,,1.2493,1.3178,1.2387,1.2511,,,,,1.2481,,1.1059,1.2587,1.2302,1.2312,1.1938,1.2242,1.2319,,1.2699,,,,,,1.2136,,1.2282,,1.1999,1.1994,,,1.2922,1.2943,1.2461,1.2231,,1.2445,1.2964,,1.2813,1.2565,1.2226,,1.0262,1.2482,1.2167,1.3225,1.2704,1.2591,,1.2772,1.2468,1.2629,,,1.2365,1.5907,1.2198,1.2592,1.2907,1.3035,2.5639,1.2714,1.2305,,1.3686,1.284,1.2221,1.2575,,1.3599,1.3556,1.3121,1.5057,1.2792,1.2552,1.2428,1.2543,1.2932,1.2523,,1.2909,1.2474,1.2479,1.2565,1.2186,1.2572,1.2439,1.3058,,,1.1875,1.2353,1.2237,1.2344,2.4784,1.2598,1.2307,1.2517,,1.2381,,1.2876,1.2667,,1.255,,1.2267,1.2239,,,1.2143,,,1.1552,1.2116,1.2094,1.2534,1.2534,1.2198,1.1684,,,,1.2093,1.2428,1.2452,,1.2354,,1.2474,,1.2148,1.1993,,1.2203,1.2166,1.2503,1.2393,1.2639,1.2386,1.1795,1.2735,1.3006,1.1915,,1.2509,1.215,1.1841,1.2636,1.2499,1.2363,1.1673,1.2493,1.2949,1.3635,1.2754,1.3486,1.3011,1.2868,1.2419,1.2649,1.298,1.2783,,1.2752,1.2453,1.239,1.2529,1.2951,1.2542,1.2843,1.2438,1.3351,1.3084,1.1487,1.226,1.2695,,1.2823,1.2168,1.2243,,1.238,1.2447,1.2514,1.2097,1.2449,1.2417,1.2574,,1.2562,1.2399,1.2128,1.2593,1.1894,1.2209,1.2202,1.2276,1.229,1.2924,1.2363,1.1645,1.229,1.2197,1.2855,1.1996,1.2514,1.0277,0.9136,1.1879,1.2152,0.9878,,1.2243,1.1741,1.1697,,1.2305,,1.1708,1.2033,,1.2099,1.2036,0.8355,1.2949,1.183,1.1878,2.4082,1.2191,
E06000006,1.2641,1.2586,1.2537,1.245,1.2921,,1.2508,1.2029,1.0219,1.2268,1.2531,1.2295,,1.2756,1.2931,1.2486,,1.2752,1.2049,1.1746,1.2412,1.2204,1.2079,1.2119,1.2301,1.2601,1.2661,1.2679,,,,1.1988,,,,,1.2094,1.1828,1.1947,1.1973,1.2244,1.2561,1.195,1.2142,,1.2341,1.0018,2.3929,1.2174,1.2829,,1.3502,,1.2369,1.2863,1.2199,1.1891,,,1.2306,,,1.2475,1.2475,1.1893,,1.2173,,1.1991,1.2147,1.1773,1.2046,1.2166,,,1.2696,1.2286,,1.2549,1.3,1.2564,2.4828,1.2232,,,1.2751,1.2916,,1.2031,,,,1.204,,,,1.2393,1.2136,1.2388,,,1.1897,,,1.2772,,1.2113,1.2422,1.2570000000000001,1.2209999999999999,1.1951,,,,1.2358,1.2209,1.2625,,,,,,,1.2195,1.2009999999999998,,,,1.2151,,1.236,,,,1.2098,,,1.192,1.1752,1.2903,1.3014,1.3013,1.2077,1.2753,1.2045,1.2147,1.2131,1.22,1.2038,1.244,1.224,,1.2166,1.2379,1.3968,1.2008,1.2835,,,1.1188,1.2768,1.1913,1.2531,1.2417,1.2468,1.2590000000000001,,,1.2608,1.2851,1.2770000000000001,1.2555,,,,1.2278,1.2535,1.2442,,1.3259,1.2415,1.2559,1.2366,,1.2713,1.202,1.2679,,,1.2622,,,,1.2618,1.213,,1.2098,1.2229999999999999,,1.1967,1.1538,1.0582,1.205,,,1.0977,,1.1868,1.3083,1.1949,,1.253,,1.2799,1.2868,1.2345,1.1949,1.2042,1.2111,1.187,1.1983,1.2524,1.2122,1.2026,,,,1.1995,,1.2223,3.0,,,1.2115,1.2265,,,1.2357,,,,,1.1997,1.2083,,1.2149,1.2068,,1.2945,1.2152,1.2079,1.2256,1.2194,1.2168,1.1792,1.2156,1.4419,1.1494,1.2104,1.3696,1.2428,0.9421,1.1619,1.2884,1.2665,1.2603,1.2105,1.2435,,1.2431,1.2122,1.268,1.25,1.2367,1.2489,1.2302,1.2361,1.2332,1.2887,1.2529,1.2886,2.5868,1.2418,1.2029,,1.2343,1.2267,1.2171,1.2626,1.1754,1.2038,1.2403,1.2323,1.2326,1.2124,2.4285,,1.2502,1.2384,1.2072,1.2462,1.1891,1.2011,,,1.1901,1.1996,,1.2011,1.2623,,1.1979,1.185,1.2145,1.2694,1.1885,1.2477,1.0272,1.0025,1.1347,1.2283,1.0579,1.1257,1.1665,1.2293,1.1236,2.2818,1.1662,1.1748,1.1647,1.135,,1.1948,1.1755,1.1711,,1.159,,1.1499,1.156,1.1767
E06000007,1.2577,1.263,1.2507,1.2454,1.2551,1.2912,,1.1421,1.2511,1.2593,1.4957,1.2436,1.2168,1.2576,1.225,1.258,,1.2664,1.2438,1.2153,1.2363,1.2299,1.2004,2.4414,1.2425,1.2545,1.1992,1.2669,1.2172,1.2376,,1.2425,1.1991,1.1922,1.196,1.1616,1.189,1.1819,1.1947,1.2125,1.2566,1.1981,1.1618,1.2252,1.2606,1.2496,1.2066,3.4938,1.19,1.2628,1.0133,1.3805,2.472,1.3737,1.2022,1.2166,,1.2171,,1.2328,1.2462,1.2762,1.2344,1.1393,1.2096,1.2249,1.1629,1.2548,2.4828,1.1738,1.2638,1.4252,1.3661,1.2668,1.2722,1.2770000000000001,,1.2144,1.1957,1.2489,1.2413,,,1.2483,,,1.2868,1.2022,1.2041,,1.1563,1.2166,1.2089,,,1.2367,1.2178,1.2197,1.2166,,,1.2255,1.2081,,1.2323,1.234,1.2178,1.1992,1.2366,1.2325,1.237,1.2271,1.2436,1.2434,1.1932,1.2215,,1.2379,,,1.0408,1.214,0.9592,1.1964,1.2227,1.2223,1.2201,,1.1902,1.1825,1.2402,,1.19,1.1884,1.1897,1.1925,1.3186,2.404,1.2344,0.9825,1.2424,1.3173,1.1837,1.1805,1.2299,1.2494,1.2177,1.2277,1.2468,1.1565,1.2074,1.2532,1.2783,1.2502,1.2575,,1.2559,1.2544,,1.2622,1.2626,1.2659,1.2946,1.294,1.3118,1.2544,1.2751,1.6137,,1.2843,1.2892,,1.2377,1.2563,1.2531,,1.2347,1.2587,,1.2583,1.2309,1.2554,1.2626,1.2563,0.8435,1.2338,1.2776,1.2722,1.2622,1.2845,,1.2183,1.2641,1.2237,1.2281,1.239,1.2474,1.3194,1.1971,1.2006,1.2483,1.1879,1.1765,1.3622,1.2094,1.3949,1.2034,1.1922,1.1973,,,1.2442,,,1.2446,1.2058,,1.2166,1.2313,1.1977,1.2073,1.2122,,,1.2025,1.1668,1.2085,1.2062,1.2059,1.3487,1.179,,1.2419,1.2,1.2153,1.224,1.2256,1.2191,1.2897,1.2243,0.9905,1.1669,1.1546,1.1906,1.203,1.215,1.2295,,1.2644,1.2125,1.2036,1.2111,1.1341,0.82,1.261,1.2187,2.3251,1.18,0.987,1.2285,1.2097,1.1989,1.2263,1.2615,1.3155,1.2278,1.2596,1.2181,1.2930000000000001,1.2343,1.2224,1.2790000000000001,1.2646,1.3769,1.2557,1.1763,1.2376,1.2346,1.3082,1.239,1.3106,1.3216,1.2762,2.406,,1.2029,1.2371,1.2031,1.2569,1.2367,1.2079,1.2366,1.2386,1.2329999999999999,1.1873,1.2298,1.2316,1.2519,1.248,,1.2276,1.2399,1.2047,1.2687,1.2292,1.1756,1.1989,1.1988,1.2021,1.2654,1.2211,1.2003,1.2098,1.2132,1.3222,1.1515,1.2429,1.0502,0.9969,1.1608,1.0124,1.2702,1.1823,1.2168,1.0488,1.1632,1.1623,1.1329,1.1841,1.1592,1.1793,1.4108,1.1972,1.1711,1.1553,,1.1573,1.1868,1.1652,1.1785,0.9832
E06000008,1.2618,1.2605,1.2315,1.2187,1.2507,1.1805,1.1559,,1.1671,1.2424,1.1509,1.2351,1.2483,1.2438,1.29,1.6187,,1.1357,1.1641,1.1957,1.2078,1.2179,1.2126,1.2197,1.2116,1.1907,,1.2875,1.2497,1.2147,1.3259999999999998,1.1952,1.1083,1.1956,1.1816,1.1852,1.1977,1.1738,1.173,1.1764,1.2155,1.1988,1.2223,1.2356,1.2133,1.2818,1.1520000000000001,1.0515,1.1948,1.181,,1.2034,2.4455,1.3195,1.2028,1.2185,1.232,1.2087,1.2112,1.2329,1.2194,1.1618,1.2273,,1.1184,1.1733,1.2033,,1.2129,1.2091,1.2452,,1.121,1.1866,,1.2274,1.2429,1.2283,1.3098,1.2469,1.2405,,,1.2698,1.2279,1.2597,1.2694,1.2068,1.2014,,,,1.197,,1.2324,,1.2019,1.1921,1.1965,,,,,1.1449,,1.2139,,1.1958,,,,1.225,,,1.2442,,,1.2186,,,,,1.2024,,,1.1758,1.1621,,1.1811,1.1858,1.1818,,,1.171,1.1855,,1.1746,,1.1635,1.2358,1.1693,1.1358,1.2251,1.1946,2.4972,1.1983,1.1233,1.2088,1.1538,1.2533,1.2874,1.1952,1.2368,,1.2616,,1.2474,1.2373,1.2579,1.2587,1.2798,,1.2138,,1.2736,1.2384,,1.2199,1.2446,1.2349,2.5161,1.2612,,,,1.2369,1.2167,1.3007,,1.3032,1.2355,1.3732,1.2198,1.2454,1.3313,1.2287,1.2527,1.2478,1.2441,1.2547,1.2581,1.3089,1.202,,1.2273,,1.2191,1.1506,,1.2188,1.1851,1.1635,,,,1.2509,1.1924,1.1875,,1.1876,1.2277,,1.2229,,1.2253,1.1927,,1.1388,,1.1931,1.1943,,,,,1.2059,,1.2003,,1.1853,1.1919,,1.2208,1.1711,1.2218,1.2109,,1.2096,,1.1583,1.2016,,1.2525,,1.2107,1.1994,,1.2042,1.0954,0.8574,1.2012,1.2278,1.167,1.3664,1.6064,1.1528,2.3383,1.2048,1.2074,1.1952,1.1928,1.1714,1.2142,1.3169,1.2311,1.227,1.2494,1.2208,,1.1058,1.1452,1.2277,1.226,1.1954,1.1999,1.2039,1.2033,1.2206,1.2867,1.2799,1.1255,1.335,1.2336,1.1819,,1.1923,2.4473,1.2167,1.2355,1.1999,1.219,1.2592,1.1454,,1.176,2.4073,1.2199,1.2259,1.2115,,2.4504,1.1419,1.2211,1.2224,1.1961,1.1799,1.2209,1.1943,1.228,1.2739,1.1994,1.1874,,1.2148,1.2204,1.1957,1.3024,1.1168,1.0849,1.2435,1.1167,1.0713,1.1901,1.1458,1.2012,,1.3742,1.1636,1.2339,,1.1821,,1.169,,1.1661,,,,1.1719,1.064,
