Destinations,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia ,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Massachusetts,269.0,459.0,2110.0,576.0,9519.0,2046.0,8283.0,709.0,1213.0,11835.0,2383.0,228.0,422.0,3192.0,1267.0,0.0,236.0,122.0,561.0,3417.0,3696.0,,1086.0,1433.0,499.0,1568.0,30.0,300.0,758.0,8220.0,7201.0,326.0,23014.0,2114.0,96.0,1377.0,500.0,967.0,7538.0,7407.0,1115.0,0.0,316.0,4398.0,405.0,3046.0,3444.0,1828.0,286.0,827.0,0.0
Michigan,1387.0,1701.0,4007.0,992.0,10202.0,1993.0,764.0,114.0,445.0,11547.0,3687.0,847.0,725.0,13252.0,9300.0,594.0,2267.0,2111.0,1291.0,590.0,1214.0,3158.0,,3209.0,633.0,3104.0,683.0,395.0,2044.0,397.0,1359.0,868.0,4343.0,3285.0,879.0,14593.0,753.0,892.0,5737.0,271.0,1427.0,558.0,4846.0,8466.0,555.0,189.0,2836.0,1951.0,885.0,5136.0,157.0
Minnesota,105.0,363.0,3978.0,405.0,6739.0,2709.0,578.0,34.0,282.0,3502.0,1344.0,270.0,486.0,6974.0,965.0,6996.0,1272.0,608.0,382.0,77.0,1270.0,1369.0,2742.0,,220.0,1812.0,760.0,2073.0,427.0,455.0,419.0,712.0,3529.0,2622.0,7636.0,2525.0,661.0,864.0,662.0,144.0,330.0,5362.0,1773.0,4814.0,1100.0,12.0,4014.0,2404.0,34.0,18934.0,728.0
Mississippi,6827.0,474.0,337.0,1497.0,3566.0,522.0,0.0,0.0,0.0,6113.0,3111.0,235.0,262.0,1371.0,757.0,328.0,162.0,1002.0,8678.0,0.0,681.0,906.0,957.0,10.0,,702.0,248.0,18.0,732.0,0.0,1604.0,106.0,271.0,1088.0,0.0,1109.0,1190.0,97.0,360.0,0.0,731.0,0.0,9494.0,8842.0,70.0,0.0,1794.0,1589.0,725.0,754.0,31.0
Missouri,1449.0,920.0,3305.0,7887.0,9646.0,4791.0,268.0,254.0,405.0,7190.0,2055.0,1357.0,915.0,23915.0,3563.0,6004.0,20834.0,1724.0,690.0,275.0,918.0,1719.0,1647.0,2813.0,1930.0,,99.0,3820.0,1600.0,137.0,1291.0,685.0,3176.0,4526.0,392.0,4660.0,4893.0,2044.0,1901.0,200.0,1360.0,858.0,2940.0,9634.0,955.0,0.0,1867.0,2611.0,498.0,1932.0,599.0
Montana,0.0,657.0,1187.0,320.0,4339.0,3268.0,0.0,0.0,0.0,955.0,568.0,99.0,5182.0,1012.0,1564.0,606.0,301.0,102.0,0.0,201.0,153.0,39.0,791.0,633.0,61.0,1452.0,,168.0,1151.0,283.0,133.0,21.0,139.0,1358.0,1801.0,294.0,105.0,408.0,143.0,51.0,71.0,308.0,179.0,3235.0,1807.0,15.0,331.0,4959.0,50.0,251.0,2009.0
Nebraska,32.0,122.0,1489.0,741.0,3317.0,3571.0,300.0,34.0,13.0,1805.0,556.0,110.0,299.0,4450.0,539.0,6081.0,3294.0,508.0,516.0,586.0,259.0,40.0,753.0,2156.0,218.0,2276.0,307.0,,393.0,0.0,45.0,1542.0,834.0,818.0,575.0,343.0,1139.0,299.0,692.0,0.0,159.0,2117.0,478.0,4460.0,801.0,8.0,1003.0,785.0,0.0,1341.0,746.0
Nevada,1830.0,1017.0,5598.0,50.0,54765.0,2058.0,1681.0,0.0,94.0,6001.0,868.0,3747.0,2514.0,3552.0,2149.0,651.0,855.0,707.0,318.0,66.0,816.0,792.0,2597.0,2966.0,152.0,778.0,1481.0,801.0,,64.0,522.0,1388.0,3317.0,1873.0,309.0,1205.0,264.0,2575.0,2102.0,325.0,1374.0,126.0,123.0,5271.0,5845.0,0.0,1932.0,6513.0,280.0,1144.0,543.0
New Hampshire,125.0,0.0,669.0,0.0,2609.0,941.0,2744.0,173.0,291.0,3039.0,227.0,54.0,0.0,563.0,1052.0,109.0,0.0,361.0,394.0,4956.0,307.0,19187.0,636.0,431.0,241.0,248.0,0.0,84.0,128.0,,581.0,245.0,3364.0,670.0,0.0,565.0,0.0,351.0,1259.0,931.0,0.0,0.0,0.0,1407.0,0.0,3233.0,1039.0,0.0,28.0,204.0,0.0
New Jersey,250.0,839.0,1521.0,243.0,5447.0,768.0,2781.0,1142.0,845.0,9284.0,3630.0,597.0,0.0,2438.0,1693.0,77.0,275.0,205.0,1933.0,306.0,3215.0,4901.0,1616.0,715.0,273.0,607.0,0.0,214.0,716.0,517.0,,935.0,50792.0,4947.0,48.0,1660.0,235.0,423.0,23371.0,672.0,2805.0,72.0,869.0,4778.0,36.0,204.0,3124.0,1152.0,457.0,240.0,206.0
New Mexico,356.0,278.0,3441.0,42.0,6721.0,5395.0,161.0,0.0,0.0,2150.0,1120.0,638.0,611.0,1267.0,428.0,181.0,303.0,329.0,218.0,663.0,539.0,483.0,1159.0,318.0,1327.0,343.0,278.0,0.0,688.0,112.0,747.0,,1632.0,540.0,0.0,1322.0,1311.0,175.0,473.0,87.0,1098.0,0.0,660.0,12101.0,1452.0,128.0,2350.0,1435.0,129.0,120.0,444.0
New York,850.0,1020.0,5993.0,1054.0,25510.0,3101.0,11684.0,1231.0,5619.0,26192.0,6462.0,482.0,0.0,6499.0,2426.0,589.0,1061.0,1115.0,1790.0,1138.0,7167.0,16726.0,4390.0,1876.0,1083.0,2441.0,292.0,144.0,1116.0,1668.0,34588.0,969.0,,8543.0,260.0,3256.0,1472.0,1624.0,25385.0,944.0,4912.0,267.0,2562.0,12082.0,1451.0,3118.0,8333.0,3942.0,1083.0,1781.0,320.0
North Carolina,3733.0,578.0,5963.0,707.0,16985.0,3634.0,6709.0,1676.0,3401.0,27771.0,17676.0,2910.0,729.0,8100.0,4903.0,3180.0,2260.0,4702.0,2632.0,1904.0,11383.0,5387.0,6588.0,2635.0,721.0,3207.0,576.0,1631.0,1854.0,1195.0,13233.0,1958.0,23594.0,,1176.0,7405.0,1067.0,733.0,12979.0,838.0,27321.0,1730.0,7575.0,15245.0,1278.0,691.0,31390.0,1883.0,3387.0,1217.0,582.0
North Dakota,0.0,196.0,1008.0,255.0,2601.0,984.0,261.0,0.0,0.0,367.0,367.0,39.0,205.0,730.0,150.0,2500.0,84.0,30.0,244.0,0.0,307.0,103.0,1722.0,13712.0,238.0,1187.0,1214.0,425.0,262.0,240.0,0.0,223.0,1055.0,376.0,,928.0,459.0,22.0,24.0,18.0,337.0,2300.0,420.0,3968.0,168.0,0.0,121.0,1675.0,199.0,660.0,234.0
Ohio,2038.0,1330.0,4257.0,1404.0,11145.0,3137.0,2126.0,221.0,1493.0,12911.0,5971.0,461.0,0.0,11733.0,11837.0,1418.0,1182.0,13849.0,1273.0,643.0,3591.0,3603.0,13867.0,1772.0,890.0,3246.0,285.0,647.0,1959.0,1510.0,3475.0,443.0,11176.0,6777.0,329.0,,1058.0,1539.0,15932.0,307.0,2804.0,80.0,5162.0,11553.0,602.0,110.0,8655.0,2601.0,9059.0,1977.0,37.0
Oklahoma,957.0,278.0,2495.0,6881.0,7753.0,4362.0,66.0,666.0,365.0,3779.0,2757.0,679.0,317.0,3493.0,905.0,658.0,10058.0,660.0,2604.0,304.0,1186.0,1052.0,3298.0,1015.0,712.0,3709.0,219.0,977.0,701.0,119.0,917.0,2070.0,1922.0,2083.0,648.0,1872.0,,275.0,770.0,270.0,945.0,65.0,1293.0,28642.0,1020.0,203.0,1686.0,1457.0,641.0,924.0,150.0
Oregon,654.0,1617.0,6349.0,631.0,40447.0,3011.0,567.0,502.0,789.0,2795.0,1288.0,3476.0,6377.0,1653.0,826.0,1553.0,582.0,0.0,1601.0,234.0,878.0,2295.0,1644.0,2035.0,146.0,1668.0,3424.0,370.0,2855.0,1292.0,164.0,685.0,2028.0,2106.0,299.0,1720.0,800.0,,2018.0,189.0,1378.0,72.0,1190.0,4761.0,1649.0,442.0,2329.0,25055.0,106.0,1591.0,1021.0
Pennsylvania,1663.0,368.0,2921.0,765.0,10249.0,3115.0,5967.0,7615.0,1487.0,14676.0,3600.0,524.0,879.0,4054.0,2227.0,506.0,998.0,1855.0,199.0,963.0,17424.0,5285.0,3274.0,1799.0,1560.0,972.0,259.0,82.0,1057.0,1685.0,41578.0,658.0,32857.0,7228.0,345.0,13453.0,776.0,1168.0,,896.0,3263.0,223.0,1979.0,7490.0,2073.0,785.0,11249.0,1056.0,5173.0,1731.0,674.0
Rhode Island,39.0,93.0,647.0,0.0,1879.0,285.0,3861.0,0.0,6.0,4363.0,191.0,18.0,244.0,265.0,53.0,0.0,169.0,118.0,60.0,422.0,500.0,12652.0,61.0,58.0,37.0,355.0,0.0,0.0,58.0,690.0,1380.0,0.0,2951.0,1140.0,0.0,274.0,0.0,394.0,1040.0,,445.0,0.0,908.0,1164.0,427.0,78.0,356.0,636.0,27.0,0.0,0.0
South Carolina,1854.0,250.0,900.0,1612.0,5915.0,2725.0,3355.0,214.0,262.0,16323.0,15548.0,602.0,285.0,4051.0,2033.0,1036.0,676.0,3007.0,1751.0,1006.0,4963.0,3002.0,3496.0,987.0,1309.0,2086.0,198.0,195.0,659.0,566.0,4951.0,177.0,9301.0,31369.0,189.0,6694.0,705.0,560.0,9489.0,628.0,,70.0,5542.0,5987.0,1243.0,388.0,8736.0,751.0,1498.0,1222.0,0.0
South Dakota,14.0,289.0,1240.0,486.0,1340.0,1200.0,32.0,0.0,0.0,263.0,268.0,0.0,92.0,1075.0,157.0,2290.0,308.0,31.0,0.0,0.0,207.0,0.0,190.0,3878.0,10.0,440.0,391.0,2606.0,353.0,0.0,36.0,28.0,0.0,366.0,2669.0,29.0,219.0,54.0,84.0,0.0,1138.0,,404.0,1742.0,591.0,0.0,358.0,126.0,0.0,532.0,1426.0
Tennessee,10291.0,624.0,2513.0,6071.0,10032.0,1722.0,995.0,317.0,417.0,17853.0,13585.0,1124.0,354.0,6764.0,7128.0,1153.0,3227.0,14772.0,2784.0,943.0,2664.0,4061.0,6454.0,1667.0,9473.0,2620.0,135.0,1850.0,954.0,454.0,1549.0,340.0,6972.0,11838.0,727.0,6802.0,2580.0,522.0,2472.0,455.0,4148.0,519.0,,11934.0,1097.0,1397.0,6382.0,485.0,1044.0,1480.0,179.0
Texas,7167.0,2573.0,16067.0,14539.0,65546.0,22587.0,3973.0,2051.0,1423.0,33670.0,20924.0,3342.0,995.0,21927.0,9413.0,5874.0,9952.0,4884.0,31044.0,1144.0,10839.0,8279.0,13919.0,4956.0,13476.0,17273.0,2210.0,4486.0,7822.0,1407.0,11141.0,16056.0,26287.0,15869.0,976.0,12077.0,25555.0,3906.0,12984.0,1060.0,5617.0,762.0,13199.0,,6583.0,395.0,18429.0,9155.0,2083.0,4393.0,2743.0
Utah,369.0,1630.0,7650.0,230.0,18154.0,3964.0,295.0,61.0,186.0,2383.0,1032.0,2239.0,6413.0,1374.0,501.0,301.0,692.0,220.0,268.0,152.0,672.0,1029.0,575.0,519.0,1145.0,1221.0,2115.0,264.0,5073.0,340.0,1078.0,1645.0,1853.0,1648.0,254.0,1623.0,1214.0,1838.0,2710.0,0.0,323.0,496.0,1122.0,8698.0,,193.0,1628.0,5426.0,138.0,1798.0,2609.0
Vermont,245.0,17.0,69.0,0.0,968.0,376.0,1379.0,70.0,286.0,442.0,410.0,0.0,79.0,265.0,0.0,97.0,18.0,199.0,138.0,999.0,561.0,2840.0,765.0,10.0,0.0,0.0,67.0,0.0,0.0,2496.0,1607.0,83.0,3034.0,326.0,0.0,377.0,0.0,81.0,327.0,750.0,118.0,54.0,435.0,144.0,175.0,,274.0,636.0,0.0,0.0,15.0
Virginia,2888.0,1221.0,2181.0,856.0,24500.0,3804.0,3594.0,1199.0,10969.0,23691.0,9628.0,1912.0,272.0,9699.0,2442.0,1204.0,1724.0,2802.0,3993.0,1548.0,28155.0,3632.0,3421.0,2788.0,1920.0,3048.0,27.0,971.0,639.0,865.0,9447.0,973.0,18267.0,18298.0,214.0,5961.0,2219.0,135.0,13379.0,1623.0,8906.0,216.0,9637.0,16685.0,1763.0,680.0,,4134.0,7673.0,1645.0,267.0
Washington,580.0,3911.0,9860.0,1146.0,45609.0,7258.0,586.0,39.0,407.0,10822.0,5415.0,4386.0,10311.0,5794.0,1611.0,1002.0,2728.0,875.0,632.0,655.0,3844.0,2600.0,2578.0,3503.0,916.0,2535.0,4936.0,301.0,4820.0,681.0,3214.0,878.0,4983.0,3105.0,1283.0,2654.0,3736.0,32570.0,2857.0,116.0,2469.0,457.0,2794.0,12829.0,5827.0,180.0,5901.0,,1098.0,2860.0,755.0
West Virginia,240.0,0.0,0.0,7.0,875.0,491.0,570.0,231.0,460.0,2867.0,777.0,0.0,45.0,349.0,747.0,8.0,103.0,1871.0,0.0,156.0,5308.0,126.0,524.0,371.0,249.0,367.0,0.0,0.0,0.0,0.0,221.0,161.0,285.0,1846.0,0.0,6802.0,177.0,348.0,3925.0,123.0,1166.0,0.0,968.0,967.0,483.0,147.0,7400.0,223.0,,94.0,0.0
Wisconsin,322.0,188.0,2540.0,289.0,5230.0,1568.0,1104.0,88.0,649.0,2589.0,2202.0,384.0,302.0,23233.0,2266.0,5822.0,996.0,728.0,1015.0,46.0,895.0,869.0,4897.0,19812.0,684.0,1850.0,174.0,587.0,692.0,82.0,1142.0,187.0,2293.0,1525.0,561.0,1705.0,1432.0,1064.0,1660.0,69.0,324.0,243.0,2261.0,4665.0,468.0,14.0,2066.0,2129.0,8.0,,592.0
Wyoming,253.0,263.0,1196.0,197.0,2350.0,9132.0,271.0,0.0,29.0,109.0,438.0,80.0,1414.0,398.0,134.0,251.0,2.0,204.0,314.0,790.0,10.0,0.0,48.0,788.0,0.0,184.0,993.0,1742.0,1021.0,0.0,0.0,488.0,191.0,44.0,501.0,162.0,130.0,46.0,15.0,6.0,27.0,1233.0,143.0,4587.0,3725.0,6.0,564.0,1051.0,0.0,417.0,
