Destinations,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia ,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Georgia,18739.0,3143.0,3464.0,1685.0,13792.0,5704.0,4838.0,124.0,1064.0,38798.0,,2028.0,466.0,8958.0,4057.0,2851.0,1885.0,4532.0,6493.0,530.0,5607.0,2413.0,8336.0,1074.0,5746.0,1944.0,170.0,525.0,879.0,293.0,4664.0,913.0,16217.0,19781.0,0.0,9980.0,3148.0,666.0,6298.0,828.0,14861.0,67.0,18867.0,14949.0,1568.0,200.0,9464.0,2090.0,645.0,3066.0,562.0
Hawaii,593.0,1615.0,1153.0,24.0,12901.0,2950.0,530.0,67.0,233.0,2613.0,1867.0,,1014.0,1318.0,296.0,473.0,100.0,264.0,1209.0,1030.0,974.0,118.0,447.0,911.0,101.0,1032.0,0.0,27.0,1439.0,98.0,52.0,296.0,2987.0,2004.0,0.0,647.0,742.0,889.0,484.0,84.0,1111.0,270.0,385.0,7385.0,521.0,0.0,1373.0,3225.0,0.0,231.0,0.0
Idaho,72.0,2887.0,2915.0,701.0,9232.0,1177.0,66.0,0.0,82.0,566.0,403.0,818.0,,897.0,6.0,85.0,133.0,0.0,122.0,12.0,144.0,59.0,378.0,694.0,416.0,372.0,2719.0,384.0,2563.0,0.0,0.0,860.0,268.0,0.0,377.0,334.0,72.0,5645.0,416.0,0.0,323.0,3043.0,625.0,1937.0,6771.0,0.0,1117.0,10059.0,0.0,334.0,1508.0
Illinois,2044.0,2624.0,5598.0,1586.0,18305.0,2992.0,1824.0,0.0,1035.0,14375.0,6178.0,1418.0,416.0,,15836.0,7859.0,1950.0,4175.0,1822.0,327.0,2832.0,2865.0,15022.0,5643.0,1131.0,12589.0,67.0,1560.0,2357.0,325.0,3533.0,2335.0,8508.0,5744.0,214.0,8183.0,1409.0,2133.0,6935.0,663.0,2006.0,274.0,6023.0,11775.0,1349.0,1032.0,5314.0,4300.0,1074.0,15844.0,202.0
Indiana,1235.0,649.0,3093.0,375.0,7959.0,3029.0,488.0,170.0,1316.0,8282.0,4453.0,468.0,208.0,30618.0,,2176.0,1264.0,8870.0,726.0,203.0,617.0,532.0,9807.0,1955.0,778.0,2274.0,206.0,241.0,1374.0,240.0,549.0,15.0,2153.0,2931.0,0.0,9035.0,984.0,1862.0,1922.0,58.0,1260.0,189.0,2626.0,7136.0,1390.0,261.0,2520.0,2348.0,160.0,2490.0,13.0
Iowa,180.0,1539.0,968.0,684.0,6346.0,1633.0,124.0,0.0,0.0,3834.0,362.0,76.0,273.0,9428.0,2574.0,,3153.0,559.0,203.0,19.0,558.0,322.0,667.0,8281.0,133.0,3625.0,0.0,6466.0,532.0,0.0,323.0,360.0,340.0,1125.0,1527.0,897.0,956.0,746.0,1073.0,20.0,432.0,2151.0,789.0,3420.0,1212.0,367.0,487.0,1097.0,147.0,5219.0,423.0
Kansas,1074.0,958.0,1582.0,2632.0,5225.0,4590.0,233.0,0.0,0.0,3251.0,4435.0,669.0,283.0,698.0,853.0,1190.0,,1210.0,644.0,140.0,1258.0,91.0,445.0,2294.0,94.0,25100.0,333.0,3111.0,628.0,222.0,663.0,407.0,800.0,1533.0,103.0,1537.0,4904.0,549.0,570.0,0.0,1183.0,386.0,970.0,9309.0,376.0,68.0,729.0,1185.0,330.0,709.0,181.0
Kentucky,1418.0,1388.0,1057.0,340.0,2932.0,808.0,291.0,54.0,203.0,7382.0,5679.0,995.0,564.0,6306.0,10989.0,1175.0,919.0,,827.0,373.0,1890.0,419.0,4020.0,1072.0,1711.0,1921.0,0.0,670.0,86.0,222.0,140.0,868.0,2681.0,2337.0,0.0,15754.0,597.0,119.0,1312.0,68.0,685.0,0.0,8355.0,5983.0,629.0,254.0,3330.0,1144.0,1772.0,1237.0,231.0
Louisiana,2683.0,1369.0,231.0,1516.0,4710.0,2372.0,113.0,453.0,393.0,5877.0,4325.0,646.0,0.0,3163.0,329.0,1174.0,457.0,617.0,,38.0,817.0,559.0,1418.0,1050.0,8326.0,1560.0,339.0,364.0,741.0,0.0,255.0,276.0,1762.0,2075.0,373.0,1365.0,2456.0,2802.0,698.0,114.0,1287.0,145.0,3566.0,21747.0,1261.0,0.0,2662.0,2162.0,726.0,517.0,0.0
Maine,13.0,912.0,510.0,0.0,2773.0,418.0,2561.0,0.0,0.0,2740.0,698.0,166.0,149.0,328.0,12.0,0.0,922.0,497.0,189.0,,563.0,5156.0,79.0,185.0,0.0,185.0,295.0,242.0,113.0,4489.0,677.0,0.0,1577.0,954.0,0.0,1247.0,94.0,128.0,3165.0,589.0,578.0,0.0,158.0,694.0,63.0,1358.0,548.0,513.0,155.0,17.0,70.0
Maryland,1918.0,1589.0,1515.0,203.0,8255.0,2081.0,1118.0,3445.0,20845.0,7820.0,6161.0,813.0,175.0,2721.0,1688.0,590.0,1378.0,898.0,653.0,479.0,,2388.0,935.0,953.0,810.0,762.0,0.0,111.0,280.0,108.0,8317.0,309.0,13454.0,8287.0,0.0,2596.0,495.0,589.0,12752.0,210.0,1737.0,359.0,1215.0,5385.0,1836.0,416.0,24308.0,2223.0,4653.0,1379.0,313.0
Massachusetts,409.0,1634.0,2507.0,287.0,11587.0,2176.0,10718.0,44.0,845.0,10470.0,3316.0,548.0,335.0,2747.0,293.0,433.0,373.0,1299.0,310.0,4929.0,4761.0,,1311.0,739.0,475.0,498.0,0.0,16.0,601.0,12184.0,5991.0,459.0,16555.0,4112.0,69.0,2863.0,171.0,712.0,4759.0,7964.0,712.0,35.0,800.0,2884.0,402.0,2881.0,5964.0,940.0,222.0,718.0,92.0
Michigan,2517.0,4783.0,3372.0,2628.0,10087.0,2508.0,1202.0,75.0,769.0,13416.0,7187.0,401.0,339.0,13669.0,12309.0,1314.0,1410.0,1985.0,795.0,109.0,1727.0,2349.0,,1860.0,396.0,1578.0,171.0,726.0,1591.0,339.0,1608.0,1549.0,4727.0,3157.0,1085.0,9599.0,578.0,326.0,4154.0,574.0,3231.0,314.0,4529.0,7139.0,708.0,268.0,2106.0,1057.0,319.0,5297.0,154.0
Minnesota,493.0,1564.0,3389.0,952.0,5557.0,2467.0,425.0,203.0,187.0,2734.0,2958.0,787.0,387.0,7601.0,796.0,8059.0,861.0,166.0,392.0,109.0,993.0,707.0,1678.0,,191.0,1355.0,693.0,1092.0,1141.0,0.0,951.0,811.0,2979.0,1711.0,10312.0,2164.0,642.0,1687.0,1148.0,156.0,786.0,2757.0,631.0,6343.0,1166.0,198.0,1512.0,2476.0,596.0,17649.0,213.0
Mississippi,7077.0,401.0,1129.0,1700.0,3074.0,448.0,190.0,156.0,0.0,2551.0,3732.0,178.0,469.0,3739.0,604.0,51.0,218.0,520.0,8391.0,134.0,348.0,308.0,2083.0,217.0,,839.0,105.0,304.0,429.0,40.0,139.0,285.0,302.0,1008.0,0.0,1466.0,1182.0,178.0,922.0,32.0,1841.0,60.0,11928.0,8157.0,28.0,0.0,1116.0,98.0,126.0,285.0,0.0
Missouri,1004.0,438.0,3763.0,8024.0,6832.0,4218.0,723.0,0.0,833.0,5924.0,3322.0,638.0,768.0,24343.0,3641.0,4160.0,22434.0,3126.0,2047.0,517.0,2321.0,1364.0,1967.0,2504.0,759.0,,764.0,3529.0,1377.0,300.0,1572.0,1726.0,2968.0,5303.0,288.0,2777.0,7092.0,970.0,3297.0,288.0,1759.0,742.0,2465.0,9905.0,217.0,0.0,1326.0,2443.0,756.0,2343.0,59.0
Montana,21.0,2017.0,914.0,71.0,4228.0,2054.0,0.0,0.0,12.0,321.0,327.0,87.0,2804.0,890.0,121.0,0.0,305.0,181.0,477.0,20.0,154.0,188.0,397.0,931.0,25.0,345.0,,212.0,771.0,386.0,131.0,564.0,421.0,1217.0,2494.0,331.0,486.0,2795.0,789.0,0.0,147.0,370.0,31.0,2082.0,1797.0,318.0,501.0,5390.0,50.0,875.0,987.0
Nebraska,294.0,440.0,1585.0,348.0,4136.0,4670.0,164.0,13.0,49.0,1223.0,985.0,356.0,288.0,1381.0,151.0,7552.0,2677.0,557.0,277.0,0.0,589.0,269.0,915.0,772.0,71.0,2070.0,482.0,,448.0,67.0,211.0,461.0,372.0,357.0,378.0,454.0,1089.0,152.0,175.0,0.0,405.0,2839.0,59.0,3003.0,1083.0,0.0,605.0,498.0,36.0,352.0,496.0
Nevada,491.0,1466.0,3921.0,1636.0,47897.0,2484.0,763.0,77.0,86.0,5800.0,570.0,5416.0,5194.0,3322.0,667.0,439.0,282.0,1547.0,0.0,136.0,1599.0,1012.0,1085.0,406.0,336.0,696.0,1098.0,1112.0,,360.0,502.0,2340.0,3343.0,761.0,236.0,1722.0,446.0,1776.0,1833.0,0.0,1095.0,710.0,976.0,5212.0,6727.0,0.0,1881.0,4469.0,66.0,1703.0,887.0
New Hampshire,123.0,598.0,360.0,1084.0,1642.0,346.0,1718.0,0.0,91.0,1396.0,513.0,23.0,0.0,753.0,320.0,44.0,637.0,109.0,882.0,3078.0,1355.0,17285.0,212.0,36.0,0.0,8.0,285.0,74.0,148.0,,803.0,27.0,1877.0,666.0,0.0,413.0,51.0,245.0,489.0,1468.0,140.0,0.0,321.0,902.0,27.0,2417.0,501.0,513.0,550.0,337.0,0.0
New Jersey,853.0,990.0,979.0,139.0,6640.0,1338.0,2042.0,2265.0,923.0,12460.0,2989.0,105.0,0.0,1639.0,751.0,71.0,227.0,618.0,589.0,469.0,3249.0,3858.0,2363.0,697.0,108.0,1068.0,81.0,328.0,951.0,848.0,,103.0,48078.0,3102.0,0.0,1114.0,134.0,861.0,19547.0,356.0,968.0,22.0,1187.0,4302.0,370.0,871.0,4877.0,801.0,461.0,115.0,0.0
New Mexico,63.0,420.0,5551.0,104.0,5697.0,4478.0,395.0,238.0,71.0,1953.0,1238.0,497.0,68.0,985.0,325.0,104.0,878.0,402.0,201.0,52.0,638.0,913.0,517.0,332.0,184.0,1399.0,49.0,256.0,1144.0,78.0,513.0,,323.0,1030.0,11.0,561.0,848.0,1155.0,491.0,0.0,989.0,737.0,622.0,13726.0,2818.0,0.0,1701.0,1073.0,198.0,509.0,273.0
New York,1648.0,6790.0,3642.0,699.0,23533.0,4058.0,14393.0,1167.0,3066.0,31672.0,9165.0,1034.0,194.0,8723.0,1371.0,831.0,2093.0,820.0,1576.0,1477.0,6310.0,14626.0,3030.0,1209.0,702.0,2058.0,0.0,280.0,1692.0,2212.0,29210.0,1723.0,,10866.0,119.0,8574.0,1379.0,2020.0,24243.0,2810.0,5743.0,443.0,1458.0,13125.0,822.0,2412.0,11810.0,2792.0,725.0,1412.0,309.0
North Carolina,3268.0,4199.0,4437.0,1350.0,14315.0,4554.0,3918.0,1111.0,2032.0,24551.0,20440.0,1016.0,750.0,6500.0,1888.0,1380.0,1237.0,3911.0,1474.0,615.0,13538.0,6177.0,6438.0,1969.0,1661.0,1207.0,750.0,648.0,2165.0,1923.0,7690.0,1143.0,22751.0,,0.0,8939.0,1743.0,1442.0,13268.0,560.0,22996.0,0.0,7249.0,9617.0,1084.0,863.0,30058.0,1929.0,3684.0,1449.0,35.0
North Dakota,0.0,159.0,1312.0,0.0,2051.0,1463.0,75.0,0.0,116.0,1109.0,305.0,0.0,218.0,270.0,769.0,255.0,0.0,22.0,86.0,0.0,147.0,50.0,513.0,15790.0,309.0,492.0,1563.0,289.0,297.0,49.0,124.0,81.0,141.0,45.0,,316.0,204.0,1058.0,0.0,0.0,48.0,2940.0,128.0,2989.0,487.0,117.0,558.0,642.0,0.0,464.0,857.0
Ohio,1318.0,663.0,2793.0,738.0,9126.0,3654.0,1365.0,19.0,295.0,16042.0,4389.0,23.0,1359.0,8352.0,14000.0,1163.0,1247.0,13311.0,2020.0,122.0,3155.0,3147.0,16503.0,1334.0,1354.0,1370.0,465.0,383.0,1030.0,745.0,3181.0,1208.0,8011.0,11127.0,34.0,,1459.0,925.0,11772.0,1021.0,1730.0,0.0,5100.0,5773.0,1794.0,393.0,5206.0,3099.0,9890.0,2390.0,151.0
Oklahoma,1024.0,1550.0,3203.0,8702.0,7959.0,4354.0,402.0,56.0,60.0,2998.0,2855.0,649.0,679.0,1659.0,2016.0,386.0,6628.0,1566.0,2348.0,187.0,930.0,147.0,1376.0,870.0,1950.0,4330.0,287.0,1232.0,1153.0,298.0,102.0,1408.0,1655.0,4120.0,166.0,625.0,,716.0,1572.0,387.0,1219.0,367.0,1385.0,27391.0,568.0,0.0,2369.0,1076.0,589.0,1125.0,561.0
Oregon,704.0,3439.0,7611.0,608.0,31380.0,6024.0,251.0,321.0,388.0,4099.0,605.0,2404.0,7191.0,1577.0,845.0,872.0,798.0,663.0,690.0,47.0,412.0,1577.0,1283.0,2457.0,926.0,558.0,2889.0,1011.0,2513.0,0.0,823.0,2203.0,2951.0,779.0,1154.0,482.0,1323.0,,1456.0,121.0,666.0,49.0,741.0,8185.0,3518.0,115.0,3264.0,29782.0,0.0,1064.0,1022.0
Pennsylvania,720.0,667.0,2189.0,1971.0,7269.0,2039.0,5411.0,6338.0,1601.0,14195.0,7412.0,487.0,331.0,3865.0,1157.0,682.0,713.0,1402.0,1226.0,951.0,17561.0,7336.0,3179.0,902.0,329.0,2151.0,201.0,302.0,595.0,906.0,36413.0,383.0,33475.0,7480.0,464.0,11615.0,2085.0,1503.0,,697.0,3853.0,188.0,3335.0,9631.0,972.0,621.0,9392.0,2460.0,3524.0,1586.0,515.0
Rhode Island,279.0,102.0,22.0,0.0,2272.0,0.0,2746.0,337.0,0.0,1731.0,93.0,141.0,44.0,323.0,22.0,0.0,0.0,0.0,792.0,418.0,1395.0,9091.0,613.0,377.0,387.0,23.0,0.0,491.0,0.0,1037.0,1696.0,0.0,3856.0,740.0,0.0,217.0,0.0,6.0,2178.0,,486.0,0.0,6.0,569.0,0.0,857.0,603.0,106.0,52.0,0.0,0.0
South Carolina,1715.0,1128.0,2054.0,1970.0,9781.0,2570.0,3174.0,313.0,417.0,15347.0,15856.0,68.0,855.0,2421.0,2828.0,295.0,979.0,1384.0,1852.0,1094.0,3540.0,2657.0,2988.0,1989.0,1274.0,1795.0,0.0,397.0,742.0,1283.0,6386.0,345.0,8362.0,23792.0,46.0,9940.0,1693.0,584.0,8892.0,1480.0,,242.0,2952.0,5834.0,164.0,184.0,7352.0,2371.0,1347.0,1229.0,86.0
South Dakota,84.0,141.0,1691.0,0.0,1336.0,1690.0,0.0,0.0,26.0,464.0,191.0,87.0,25.0,349.0,286.0,3426.0,489.0,0.0,156.0,0.0,153.0,83.0,213.0,5375.0,0.0,82.0,344.0,2971.0,578.0,22.0,26.0,65.0,159.0,460.0,2916.0,90.0,248.0,362.0,326.0,0.0,107.0,,767.0,1390.0,80.0,84.0,298.0,881.0,42.0,498.0,981.0
Tennessee,8500.0,2079.0,3787.0,4753.0,7988.0,1570.0,233.0,108.0,924.0,18886.0,18553.0,720.0,2616.0,9006.0,3300.0,1762.0,1726.0,9676.0,6748.0,247.0,1836.0,1556.0,5950.0,1669.0,11146.0,3539.0,40.0,99.0,966.0,475.0,1352.0,60.0,2937.0,9730.0,58.0,5035.0,1286.0,818.0,3508.0,155.0,5568.0,284.0,,12023.0,506.0,37.0,6612.0,2328.0,835.0,2809.0,126.0
Texas,8404.0,7252.0,19224.0,16844.0,66318.0,18979.0,2129.0,679.0,1435.0,32619.0,19988.0,5694.0,1811.0,28900.0,10255.0,4033.0,9225.0,5496.0,29042.0,1053.0,10564.0,5391.0,9969.0,6721.0,7023.0,13310.0,649.0,3947.0,9526.0,1449.0,8689.0,22695.0,19935.0,14589.0,1062.0,11290.0,29169.0,4362.0,10205.0,1254.0,7217.0,1290.0,14363.0,,5684.0,0.0,14313.0,11124.0,1578.0,6646.0,4640.0
Utah,574.0,1341.0,5259.0,1149.0,15794.0,7051.0,379.0,231.0,0.0,3142.0,2626.0,666.0,7484.0,1183.0,468.0,231.0,626.0,142.0,569.0,227.0,792.0,1386.0,1656.0,587.0,510.0,1825.0,1080.0,786.0,7708.0,0.0,434.0,1470.0,2676.0,779.0,217.0,1770.0,1407.0,2757.0,885.0,795.0,971.0,96.0,1263.0,5635.0,,329.0,2279.0,4316.0,0.0,618.0,3700.0
Vermont,27.0,0.0,138.0,11.0,896.0,751.0,1527.0,48.0,169.0,644.0,132.0,101.0,97.0,388.0,97.0,228.0,0.0,185.0,35.0,697.0,311.0,4121.0,92.0,9.0,53.0,176.0,345.0,200.0,152.0,3584.0,558.0,110.0,3019.0,553.0,0.0,455.0,0.0,268.0,818.0,190.0,14.0,0.0,114.0,509.0,436.0,,416.0,386.0,0.0,52.0,68.0
Virginia,4894.0,2226.0,3518.0,790.0,16513.0,4048.0,4448.0,1216.0,9389.0,23161.0,12566.0,3842.0,327.0,6518.0,3025.0,989.0,2719.0,3273.0,1318.0,890.0,29736.0,5225.0,3243.0,1337.0,1233.0,2811.0,404.0,819.0,637.0,449.0,9152.0,676.0,14647.0,22524.0,1651.0,5821.0,1534.0,455.0,13613.0,1711.0,9525.0,88.0,5372.0,12790.0,2195.0,349.0,,5051.0,6047.0,1524.0,59.0
Washington,686.0,3422.0,10591.0,2088.0,37150.0,5420.0,814.0,0.0,621.0,7437.0,6831.0,4546.0,9196.0,6827.0,1521.0,1451.0,1285.0,2152.0,343.0,716.0,3312.0,2192.0,2437.0,3477.0,539.0,3420.0,3134.0,1353.0,3772.0,297.0,2121.0,1420.0,3728.0,4541.0,551.0,2774.0,2372.0,27560.0,2266.0,652.0,1947.0,1483.0,2054.0,13742.0,5536.0,167.0,3592.0,,89.0,4190.0,400.0
West Virginia,196.0,707.0,62.0,67.0,1568.0,92.0,391.0,421.0,561.0,3018.0,1320.0,0.0,178.0,535.0,335.0,0.0,0.0,1977.0,0.0,0.0,8320.0,62.0,978.0,232.0,0.0,153.0,64.0,176.0,10.0,328.0,1527.0,271.0,1197.0,2230.0,0.0,9284.0,111.0,103.0,5216.0,0.0,1425.0,0.0,1235.0,1199.0,177.0,27.0,6045.0,49.0,,110.0,0.0
Wisconsin,294.0,516.0,3749.0,150.0,5149.0,1528.0,129.0,0.0,58.0,4423.0,932.0,723.0,131.0,25364.0,1515.0,4172.0,537.0,1027.0,142.0,921.0,609.0,654.0,5920.0,15722.0,477.0,1089.0,583.0,345.0,898.0,215.0,976.0,692.0,1056.0,2250.0,881.0,3331.0,668.0,730.0,1384.0,61.0,524.0,264.0,3223.0,3799.0,73.0,110.0,804.0,1616.0,389.0,,43.0
Wyoming,40.0,11.0,1081.0,34.0,2951.0,3387.0,15.0,0.0,0.0,286.0,441.0,515.0,1236.0,450.0,727.0,100.0,594.0,0.0,415.0,98.0,0.0,415.0,905.0,399.0,0.0,1274.0,1612.0,517.0,42.0,0.0,0.0,199.0,1564.0,512.0,139.0,149.0,172.0,2215.0,436.0,0.0,302.0,572.0,262.0,964.0,1395.0,95.0,15.0,867.0,0.0,181.0,
