Destinations,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia ,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Georgia,15270.0,986.0,6218.0,2055.0,12052.0,4981.0,2216.0,997.0,1077.0,47035.0,,1482.0,1825.0,12025.0,3319.0,1079.0,5213.0,2226.0,6379.0,132.0,4027.0,2834.0,5249.0,2591.0,4597.0,4008.0,61.0,650.0,349.0,975.0,7389.0,1801.0,15395.0,12684.0,32.0,9472.0,2285.0,718.0,5967.0,644.0,15269.0,132.0,15224.0,19969.0,1503.0,38.0,11256.0,2649.0,420.0,3504.0,630.0
Hawaii,844.0,424.0,1666.0,48.0,8843.0,1584.0,238.0,14.0,232.0,2460.0,2915.0,,466.0,1062.0,327.0,779.0,637.0,0.0,248.0,0.0,629.0,862.0,353.0,97.0,171.0,700.0,0.0,136.0,1525.0,0.0,125.0,784.0,804.0,1399.0,62.0,1053.0,0.0,1103.0,1218.0,5.0,1262.0,45.0,495.0,4078.0,962.0,0.0,2656.0,2837.0,0.0,213.0,96.0
Idaho,58.0,796.0,1523.0,265.0,21372.0,3823.0,0.0,126.0,0.0,1833.0,444.0,765.0,,357.0,169.0,0.0,0.0,269.0,281.0,270.0,305.0,0.0,630.0,348.0,261.0,1216.0,938.0,514.0,2195.0,0.0,70.0,570.0,598.0,1294.0,1900.0,407.0,227.0,3866.0,582.0,0.0,145.0,140.0,749.0,3685.0,7226.0,0.0,612.0,8881.0,0.0,442.0,1747.0
Illinois,1682.0,270.0,4159.0,2591.0,16046.0,5172.0,1860.0,120.0,995.0,10513.0,4420.0,460.0,670.0,,16998.0,8837.0,1212.0,2985.0,1053.0,173.0,2681.0,2998.0,10793.0,5286.0,2409.0,16147.0,187.0,2290.0,2565.0,310.0,3698.0,632.0,6377.0,3923.0,576.0,6736.0,686.0,962.0,3090.0,266.0,1848.0,686.0,5086.0,11642.0,1160.0,51.0,4127.0,4846.0,130.0,12274.0,414.0
Indiana,1216.0,131.0,948.0,852.0,10096.0,1692.0,413.0,0.0,250.0,9027.0,4224.0,424.0,39.0,29526.0,,1825.0,1590.0,11298.0,1223.0,0.0,1093.0,957.0,8377.0,1400.0,641.0,1288.0,192.0,518.0,919.0,69.0,2836.0,1459.0,1551.0,3293.0,78.0,10940.0,1695.0,668.0,1341.0,0.0,962.0,372.0,5122.0,10543.0,1240.0,512.0,1867.0,2782.0,1044.0,3757.0,0.0
Iowa,817.0,629.0,2346.0,693.0,2625.0,2257.0,150.0,95.0,0.0,3945.0,2475.0,266.0,1005.0,12997.0,1390.0,,2895.0,467.0,327.0,54.0,579.0,288.0,629.0,6834.0,164.0,4510.0,443.0,6639.0,874.0,46.0,205.0,138.0,306.0,1827.0,332.0,991.0,478.0,707.0,1418.0,158.0,411.0,2685.0,1152.0,3315.0,489.0,227.0,774.0,1405.0,550.0,3011.0,54.0
Kansas,276.0,515.0,1404.0,1225.0,6511.0,5871.0,412.0,0.0,5.0,2661.0,2490.0,419.0,54.0,2840.0,1433.0,2119.0,,168.0,580.0,24.0,623.0,417.0,378.0,679.0,552.0,21605.0,338.0,2939.0,785.0,338.0,408.0,493.0,2196.0,1165.0,90.0,2044.0,6508.0,333.0,674.0,0.0,0.0,729.0,788.0,9814.0,981.0,0.0,1029.0,801.0,0.0,317.0,123.0
Kentucky,2851.0,506.0,333.0,342.0,4466.0,614.0,799.0,558.0,51.0,6318.0,2654.0,222.0,31.0,5333.0,10192.0,558.0,1068.0,,1205.0,0.0,1413.0,555.0,1602.0,577.0,495.0,1643.0,169.0,570.0,215.0,292.0,730.0,1409.0,2115.0,3228.0,132.0,19493.0,1345.0,368.0,1543.0,154.0,1473.0,73.0,11642.0,6677.0,0.0,85.0,2453.0,1428.0,2140.0,1599.0,266.0
Louisiana,2830.0,199.0,520.0,3289.0,5534.0,1575.0,407.0,0.0,100.0,4404.0,3382.0,555.0,0.0,1829.0,327.0,472.0,581.0,443.0,,0.0,756.0,350.0,2003.0,84.0,9011.0,975.0,347.0,141.0,237.0,595.0,522.0,298.0,1854.0,1931.0,363.0,983.0,912.0,265.0,883.0,48.0,903.0,16.0,1733.0,17674.0,34.0,0.0,2073.0,623.0,261.0,319.0,195.0
Maine,246.0,163.0,322.0,12.0,1578.0,849.0,1690.0,111.0,124.0,3059.0,1241.0,0.0,180.0,152.0,99.0,0.0,0.0,41.0,455.0,,88.0,7567.0,227.0,241.0,67.0,659.0,0.0,276.0,64.0,4274.0,662.0,38.0,2478.0,1074.0,0.0,427.0,11.0,294.0,1629.0,336.0,189.0,0.0,255.0,491.0,444.0,569.0,1162.0,336.0,72.0,0.0,0.0
Maryland,644.0,961.0,1689.0,410.0,8994.0,2182.0,1726.0,5455.0,22811.0,7755.0,6343.0,3167.0,347.0,2615.0,1887.0,383.0,451.0,899.0,394.0,197.0,,2845.0,1371.0,731.0,806.0,253.0,78.0,0.0,1351.0,264.0,6361.0,1066.0,13538.0,9437.0,325.0,2818.0,1094.0,187.0,12297.0,572.0,1862.0,0.0,977.0,6890.0,810.0,386.0,23315.0,1839.0,3926.0,901.0,44.0
Massachusetts,212.0,539.0,1030.0,207.0,12745.0,1857.0,9140.0,1582.0,1419.0,11499.0,3694.0,481.0,732.0,2301.0,1134.0,332.0,692.0,930.0,948.0,4099.0,2696.0,,2747.0,1814.0,45.0,2519.0,148.0,299.0,1363.0,12417.0,6872.0,713.0,22782.0,3216.0,143.0,1791.0,197.0,556.0,5212.0,8067.0,2164.0,56.0,957.0,4603.0,1335.0,2000.0,3083.0,1672.0,161.0,1098.0,0.0
Michigan,3669.0,348.0,4948.0,825.0,10874.0,3001.0,783.0,72.0,445.0,14479.0,5794.0,188.0,216.0,13913.0,9171.0,1968.0,1465.0,3957.0,1651.0,343.0,1472.0,1770.0,,1175.0,1828.0,4244.0,124.0,620.0,1631.0,357.0,1360.0,456.0,7337.0,3614.0,882.0,12303.0,1027.0,2248.0,3398.0,93.0,2680.0,119.0,3703.0,7033.0,1250.0,330.0,3539.0,1572.0,392.0,3485.0,635.0
Minnesota,491.0,671.0,2587.0,634.0,5518.0,4221.0,932.0,131.0,516.0,3512.0,2247.0,416.0,209.0,7297.0,2505.0,5870.0,669.0,360.0,378.0,164.0,934.0,1280.0,4664.0,,573.0,1745.0,422.0,2225.0,997.0,74.0,1144.0,754.0,3274.0,1737.0,10579.0,2704.0,301.0,875.0,1249.0,123.0,521.0,6244.0,2212.0,5529.0,392.0,46.0,1552.0,3333.0,44.0,20555.0,213.0
Mississippi,5936.0,127.0,553.0,2251.0,4709.0,1000.0,145.0,68.0,0.0,4481.0,7946.0,942.0,0.0,2611.0,1958.0,271.0,292.0,814.0,8103.0,229.0,948.0,183.0,422.0,331.0,,2900.0,420.0,996.0,605.0,30.0,1042.0,27.0,769.0,729.0,18.0,352.0,70.0,0.0,682.0,0.0,951.0,0.0,11636.0,5056.0,0.0,0.0,286.0,888.0,1158.0,402.0,212.0
Missouri,2518.0,1224.0,2820.0,6560.0,10918.0,4275.0,425.0,63.0,170.0,6630.0,2818.0,1573.0,774.0,22767.0,2088.0,5678.0,22093.0,1587.0,1915.0,0.0,1871.0,2025.0,2518.0,1672.0,1543.0,,330.0,3326.0,2203.0,312.0,1686.0,987.0,1528.0,2806.0,503.0,4309.0,6239.0,1382.0,2590.0,108.0,1140.0,537.0,2320.0,14820.0,760.0,228.0,2795.0,3120.0,90.0,3784.0,529.0
Montana,301.0,701.0,386.0,899.0,5447.0,2241.0,0.0,0.0,47.0,1202.0,112.0,20.0,1198.0,839.0,317.0,257.0,267.0,68.0,226.0,150.0,188.0,31.0,750.0,948.0,236.0,90.0,,103.0,581.0,76.0,91.0,227.0,995.0,314.0,1698.0,260.0,228.0,1242.0,382.0,20.0,0.0,509.0,87.0,1569.0,879.0,31.0,683.0,3879.0,112.0,497.0,4072.0
Nebraska,420.0,199.0,1456.0,267.0,3707.0,4520.0,0.0,11.0,10.0,2064.0,592.0,144.0,675.0,1615.0,171.0,8825.0,2337.0,492.0,265.0,0.0,466.0,176.0,903.0,2713.0,0.0,1929.0,207.0,,1133.0,67.0,58.0,186.0,658.0,359.0,541.0,689.0,951.0,850.0,364.0,0.0,355.0,2537.0,684.0,4876.0,1467.0,13.0,774.0,351.0,164.0,694.0,572.0
Nevada,191.0,1024.0,5508.0,551.0,47513.0,8518.0,693.0,517.0,249.0,5825.0,1241.0,4231.0,3256.0,2737.0,862.0,340.0,245.0,539.0,444.0,82.0,1364.0,838.0,2023.0,1687.0,801.0,2488.0,429.0,1151.0,,90.0,764.0,1874.0,2280.0,4154.0,153.0,2342.0,368.0,3501.0,1758.0,85.0,1561.0,908.0,1022.0,5346.0,4410.0,237.0,1147.0,5203.0,0.0,381.0,143.0
New Hampshire,109.0,151.0,190.0,185.0,2418.0,512.0,2946.0,0.0,102.0,2486.0,725.0,307.0,0.0,968.0,311.0,67.0,0.0,45.0,47.0,3950.0,834.0,21734.0,109.0,43.0,0.0,205.0,0.0,0.0,1083.0,,615.0,0.0,4123.0,1113.0,0.0,34.0,259.0,136.0,1867.0,582.0,439.0,224.0,167.0,1200.0,30.0,1874.0,460.0,146.0,0.0,97.0,0.0
New Jersey,169.0,610.0,898.0,175.0,7968.0,1099.0,5324.0,1543.0,662.0,9038.0,3094.0,353.0,321.0,2517.0,884.0,22.0,1250.0,312.0,297.0,254.0,4817.0,2599.0,1676.0,894.0,78.0,761.0,54.0,364.0,237.0,115.0,,0.0,57235.0,3151.0,171.0,1828.0,327.0,809.0,22129.0,597.0,1288.0,0.0,715.0,6591.0,269.0,274.0,5750.0,1135.0,329.0,1013.0,110.0
New Mexico,770.0,1470.0,7129.0,258.0,6897.0,3578.0,0.0,0.0,138.0,1029.0,413.0,509.0,608.0,1297.0,1177.0,484.0,134.0,194.0,884.0,0.0,935.0,349.0,495.0,307.0,421.0,611.0,982.0,261.0,1008.0,77.0,196.0,,886.0,261.0,215.0,579.0,630.0,544.0,412.0,291.0,730.0,100.0,431.0,16356.0,411.0,0.0,1694.0,563.0,0.0,274.0,267.0
New York,1849.0,1049.0,3826.0,1209.0,24982.0,3104.0,17340.0,1203.0,4401.0,28145.0,11328.0,1740.0,1088.0,6879.0,2657.0,2050.0,1381.0,1216.0,1416.0,1611.0,8499.0,14775.0,3088.0,1973.0,758.0,4014.0,597.0,98.0,2273.0,1997.0,34953.0,615.0,,12000.0,449.0,7863.0,2015.0,1658.0,25006.0,2654.0,6044.0,125.0,4072.0,10058.0,334.0,2929.0,10677.0,5529.0,402.0,1269.0,54.0
North Carolina,4526.0,1401.0,5624.0,747.0,22469.0,4021.0,5780.0,1186.0,2183.0,33594.0,16892.0,1463.0,97.0,6013.0,4392.0,978.0,1590.0,1531.0,3491.0,1014.0,10899.0,7605.0,5404.0,2769.0,1723.0,4394.0,433.0,259.0,1758.0,273.0,11559.0,1047.0,27031.0,,571.0,11359.0,1260.0,1778.0,12542.0,234.0,28508.0,12.0,8416.0,14655.0,623.0,524.0,27833.0,5896.0,3423.0,1895.0,159.0
North Dakota,53.0,152.0,564.0,48.0,4051.0,995.0,0.0,167.0,0.0,1255.0,58.0,292.0,858.0,302.0,74.0,652.0,96.0,26.0,214.0,0.0,95.0,135.0,709.0,13844.0,372.0,0.0,1071.0,517.0,16.0,0.0,232.0,89.0,247.0,0.0,,33.0,224.0,716.0,1070.0,0.0,546.0,1653.0,478.0,1678.0,247.0,0.0,434.0,1362.0,0.0,861.0,829.0
Ohio,2487.0,79.0,3143.0,683.0,11286.0,3209.0,2478.0,406.0,1165.0,15843.0,6133.0,285.0,660.0,9676.0,10007.0,1687.0,2169.0,15435.0,823.0,369.0,4416.0,3030.0,11424.0,1362.0,573.0,2515.0,439.0,619.0,847.0,692.0,3252.0,525.0,13157.0,7847.0,350.0,,936.0,854.0,15666.0,177.0,3714.0,26.0,6127.0,12108.0,2100.0,364.0,5224.0,2960.0,7343.0,2011.0,248.0
Oklahoma,1133.0,1004.0,1931.0,6835.0,7174.0,3474.0,99.0,0.0,36.0,4233.0,2164.0,129.0,338.0,1959.0,1303.0,1301.0,8159.0,1363.0,2393.0,48.0,982.0,248.0,257.0,1083.0,1539.0,3209.0,594.0,144.0,801.0,45.0,231.0,1899.0,1930.0,1483.0,98.0,1143.0,,841.0,611.0,216.0,797.0,27.0,2337.0,32430.0,204.0,37.0,921.0,2018.0,0.0,509.0,251.0
Oregon,179.0,2808.0,6938.0,526.0,50109.0,3185.0,355.0,85.0,60.0,3266.0,1308.0,2671.0,4444.0,4110.0,750.0,549.0,1298.0,129.0,1461.0,204.0,1384.0,822.0,1642.0,930.0,367.0,1637.0,1004.0,368.0,2802.0,266.0,475.0,1046.0,2491.0,955.0,461.0,874.0,1121.0,,1138.0,159.0,415.0,576.0,1115.0,7049.0,4103.0,308.0,3566.0,26150.0,257.0,1370.0,227.0
Pennsylvania,1416.0,294.0,3266.0,292.0,10995.0,2786.0,3937.0,8913.0,3339.0,17094.0,5249.0,1639.0,442.0,5047.0,3667.0,592.0,449.0,2136.0,1050.0,1156.0,19880.0,6074.0,3312.0,1630.0,1615.0,936.0,71.0,447.0,1341.0,1715.0,39487.0,760.0,40272.0,8950.0,406.0,11234.0,679.0,1325.0,,1055.0,4570.0,652.0,2249.0,7226.0,1182.0,1853.0,8417.0,3199.0,4128.0,1696.0,0.0
Rhode Island,135.0,109.0,101.0,175.0,2418.0,425.0,3194.0,0.0,0.0,4010.0,917.0,59.0,34.0,207.0,247.0,66.0,0.0,0.0,281.0,436.0,259.0,11929.0,193.0,0.0,166.0,154.0,423.0,0.0,0.0,492.0,2331.0,77.0,2273.0,271.0,0.0,99.0,0.0,0.0,497.0,,202.0,0.0,295.0,980.0,211.0,93.0,1643.0,1215.0,0.0,233.0,0.0
South Carolina,2133.0,0.0,2380.0,232.0,7618.0,1756.0,3427.0,464.0,322.0,14723.0,12686.0,298.0,408.0,3918.0,2940.0,154.0,826.0,2444.0,1606.0,516.0,3276.0,2607.0,2673.0,870.0,1144.0,3347.0,506.0,523.0,1369.0,1013.0,7658.0,524.0,11504.0,28542.0,76.0,4867.0,689.0,148.0,6964.0,284.0,,82.0,4263.0,9001.0,842.0,14.0,8778.0,1420.0,3111.0,1627.0,0.0
South Dakota,144.0,183.0,402.0,83.0,3599.0,1284.0,0.0,0.0,0.0,580.0,253.0,531.0,44.0,177.0,0.0,2479.0,332.0,0.0,1257.0,89.0,306.0,0.0,251.0,3510.0,14.0,384.0,217.0,2892.0,282.0,28.0,135.0,152.0,345.0,215.0,1751.0,111.0,105.0,71.0,34.0,0.0,15.0,,264.0,1156.0,170.0,0.0,364.0,195.0,0.0,974.0,728.0
Tennessee,9523.0,417.0,2522.0,5843.0,7879.0,1823.0,2013.0,648.0,322.0,19470.0,16865.0,334.0,562.0,12376.0,4745.0,334.0,1796.0,13138.0,2614.0,586.0,1497.0,1109.0,6535.0,978.0,8830.0,3819.0,212.0,515.0,854.0,0.0,1209.0,1193.0,5413.0,8892.0,0.0,5934.0,2680.0,881.0,4677.0,47.0,2911.0,210.0,,12904.0,652.0,235.0,11339.0,1789.0,996.0,1426.0,362.0
Texas,10235.0,3543.0,14875.0,14222.0,63174.0,20023.0,2363.0,297.0,1307.0,33740.0,16182.0,6376.0,2536.0,26214.0,9510.0,6086.0,11649.0,6561.0,28700.0,648.0,9793.0,5502.0,7030.0,8715.0,11199.0,13881.0,650.0,2689.0,7599.0,638.0,7460.0,16395.0,20664.0,13288.0,1605.0,13300.0,20573.0,3725.0,12684.0,10.0,6123.0,1498.0,11630.0,,9131.0,662.0,15436.0,14646.0,1353.0,7443.0,948.0
Utah,644.0,660.0,8144.0,177.0,17020.0,4625.0,283.0,0.0,501.0,1044.0,2218.0,1532.0,6742.0,1810.0,829.0,81.0,367.0,1068.0,317.0,151.0,1127.0,650.0,604.0,1716.0,361.0,2070.0,2043.0,580.0,5948.0,0.0,976.0,1781.0,1770.0,1253.0,2184.0,1944.0,919.0,4102.0,987.0,0.0,1259.0,0.0,972.0,6536.0,,204.0,3187.0,5270.0,142.0,1064.0,1722.0
Vermont,0.0,203.0,132.0,0.0,1246.0,689.0,839.0,14.0,261.0,1645.0,80.0,83.0,0.0,1317.0,0.0,80.0,61.0,0.0,149.0,624.0,278.0,3975.0,352.0,75.0,0.0,0.0,21.0,101.0,301.0,1690.0,699.0,60.0,2758.0,291.0,0.0,44.0,14.0,344.0,483.0,432.0,87.0,32.0,179.0,485.0,130.0,,636.0,181.0,48.0,106.0,643.0
Virginia,2341.0,736.0,2587.0,1184.0,14509.0,4644.0,3368.0,2107.0,10088.0,17864.0,8708.0,4947.0,107.0,6515.0,1565.0,1535.0,2771.0,2765.0,2705.0,1135.0,25578.0,3493.0,2991.0,2010.0,1060.0,2657.0,227.0,1054.0,1691.0,1310.0,8992.0,2344.0,12614.0,26277.0,222.0,4754.0,3453.0,511.0,13350.0,1453.0,6923.0,494.0,4121.0,15596.0,2123.0,963.0,,5488.0,5294.0,961.0,305.0
Washington,1605.0,7532.0,11733.0,1074.0,52484.0,8473.0,1310.0,943.0,1441.0,10311.0,5375.0,4855.0,9963.0,8848.0,1171.0,867.0,2249.0,394.0,2401.0,564.0,2623.0,3690.0,3834.0,3192.0,245.0,2985.0,4593.0,849.0,4398.0,405.0,3702.0,2156.0,6217.0,6893.0,1249.0,3520.0,3507.0,28013.0,4611.0,1606.0,3920.0,279.0,1295.0,14096.0,7603.0,503.0,7976.0,,547.0,2106.0,581.0
West Virginia,239.0,121.0,13.0,0.0,563.0,463.0,41.0,360.0,287.0,2635.0,649.0,0.0,119.0,194.0,492.0,182.0,405.0,904.0,157.0,39.0,4715.0,197.0,805.0,161.0,346.0,0.0,26.0,287.0,30.0,217.0,534.0,0.0,547.0,2944.0,0.0,5544.0,186.0,30.0,4945.0,91.0,612.0,0.0,1266.0,2175.0,456.0,0.0,5388.0,469.0,,173.0,0.0
Wisconsin,757.0,389.0,1702.0,601.0,4741.0,2101.0,282.0,401.0,146.0,5505.0,1797.0,279.0,260.0,26963.0,2274.0,3018.0,443.0,881.0,1047.0,904.0,597.0,654.0,4993.0,19873.0,853.0,2204.0,445.0,432.0,410.0,190.0,1351.0,861.0,1337.0,2253.0,575.0,2174.0,643.0,708.0,2136.0,52.0,857.0,145.0,1682.0,5375.0,2141.0,105.0,1671.0,2531.0,507.0,,273.0
Wyoming,264.0,152.0,220.0,722.0,2344.0,4254.0,190.0,240.0,0.0,148.0,0.0,0.0,600.0,163.0,18.0,511.0,107.0,0.0,134.0,0.0,113.0,0.0,93.0,478.0,0.0,286.0,1375.0,473.0,359.0,11.0,125.0,7.0,110.0,205.0,357.0,66.0,315.0,151.0,98.0,0.0,0.0,310.0,178.0,979.0,733.0,0.0,843.0,759.0,0.0,20.0,
