Destinations,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia ,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Mississippi,6816.0,195.0,713.0,1462.0,6158.0,656.0,118.0,0.0,56.0,7000.0,4594.0,415.0,0.0,3500.0,1225.0,247.0,299.0,722.0,7162.0,0.0,139.0,536.0,2849.0,68.0,,1073.0,457.0,680.0,126.0,157.0,59.0,751.0,1086.0,1198.0,0.0,1093.0,376.0,148.0,946.0,0.0,2005.0,0.0,10017.0,5546.0,657.0,0.0,818.0,851.0,447.0,506.0,0.0
Missouri,2807.0,1013.0,3741.0,8043.0,6925.0,2959.0,225.0,0.0,378.0,5044.0,3133.0,203.0,1092.0,24210.0,4004.0,3502.0,18850.0,881.0,2100.0,375.0,2050.0,1140.0,2985.0,1394.0,841.0,,658.0,3258.0,942.0,55.0,1160.0,1398.0,3116.0,2746.0,890.0,2639.0,6677.0,3351.0,2162.0,486.0,1617.0,663.0,3214.0,11322.0,1151.0,0.0,3540.0,1877.0,288.0,1506.0,709.0
Montana,134.0,381.0,1873.0,288.0,5468.0,1899.0,24.0,0.0,0.0,1158.0,68.0,674.0,1788.0,673.0,685.0,272.0,840.0,124.0,249.0,11.0,156.0,926.0,842.0,739.0,398.0,114.0,,406.0,709.0,0.0,0.0,352.0,84.0,110.0,1090.0,231.0,0.0,1953.0,527.0,0.0,0.0,444.0,15.0,2169.0,1972.0,178.0,511.0,5354.0,0.0,120.0,1552.0
Nebraska,510.0,521.0,1149.0,166.0,2391.0,3727.0,0.0,0.0,0.0,2684.0,1317.0,117.0,415.0,2717.0,559.0,7598.0,3351.0,329.0,405.0,200.0,519.0,857.0,319.0,2135.0,0.0,1493.0,567.0,,801.0,0.0,106.0,591.0,932.0,363.0,396.0,543.0,560.0,232.0,1066.0,237.0,418.0,2704.0,401.0,3377.0,1656.0,0.0,1536.0,533.0,0.0,537.0,1165.0
Nevada,475.0,2893.0,8488.0,86.0,48954.0,3309.0,313.0,234.0,615.0,4116.0,2084.0,2210.0,1371.0,3699.0,533.0,1404.0,1106.0,649.0,309.0,11.0,871.0,536.0,1323.0,1522.0,643.0,1011.0,981.0,506.0,,213.0,1206.0,2987.0,2175.0,1079.0,32.0,1680.0,1402.0,4032.0,2745.0,41.0,304.0,176.0,1945.0,5291.0,5977.0,162.0,1332.0,5753.0,493.0,754.0,359.0
New Hampshire,44.0,130.0,146.0,63.0,1658.0,260.0,3151.0,0.0,82.0,2303.0,177.0,0.0,0.0,819.0,0.0,0.0,165.0,309.0,164.0,4155.0,357.0,14692.0,157.0,0.0,588.0,0.0,0.0,0.0,434.0,,1035.0,0.0,2479.0,343.0,523.0,328.0,148.0,247.0,1531.0,767.0,78.0,0.0,119.0,83.0,480.0,2200.0,846.0,148.0,0.0,184.0,0.0
New Jersey,216.0,382.0,1074.0,422.0,5961.0,1070.0,2269.0,1777.0,965.0,10532.0,3884.0,227.0,0.0,2167.0,795.0,12.0,502.0,503.0,894.0,133.0,3388.0,2956.0,1442.0,1277.0,394.0,179.0,327.0,44.0,226.0,370.0,,652.0,44690.0,4386.0,131.0,1520.0,72.0,430.0,18958.0,913.0,873.0,0.0,1684.0,2885.0,113.0,290.0,4814.0,645.0,385.0,1082.0,0.0
New Mexico,41.0,1526.0,8577.0,106.0,4986.0,4475.0,307.0,0.0,52.0,3064.0,87.0,304.0,594.0,2465.0,1201.0,27.0,490.0,65.0,1088.0,515.0,982.0,195.0,662.0,577.0,667.0,1680.0,691.0,1203.0,1163.0,436.0,300.0,,1168.0,636.0,0.0,613.0,3394.0,1219.0,942.0,0.0,212.0,145.0,93.0,17073.0,297.0,245.0,1057.0,1584.0,25.0,996.0,692.0
New York,1662.0,3180.0,7696.0,611.0,22241.0,2148.0,14649.0,1931.0,3323.0,22356.0,6111.0,1294.0,704.0,6736.0,1011.0,803.0,1047.0,1005.0,825.0,1350.0,8078.0,15222.0,3827.0,1221.0,1724.0,2344.0,394.0,55.0,2713.0,2179.0,35637.0,1419.0,,12174.0,210.0,4766.0,869.0,831.0,21930.0,1541.0,4796.0,19.0,2957.0,12941.0,2259.0,1933.0,9743.0,3532.0,271.0,1983.0,320.0
North Carolina,4264.0,2467.0,2246.0,571.0,16448.0,5108.0,4754.0,812.0,1724.0,25532.0,15696.0,2546.0,293.0,7134.0,2349.0,1753.0,2627.0,2872.0,1195.0,1715.0,8196.0,3880.0,6339.0,2427.0,1029.0,2572.0,207.0,1096.0,1870.0,1202.0,12697.0,930.0,26255.0,,501.0,11082.0,685.0,1311.0,10594.0,1356.0,26379.0,542.0,6397.0,15604.0,655.0,564.0,28250.0,4435.0,4987.0,1710.0,675.0
North Dakota,402.0,390.0,887.0,192.0,1243.0,1018.0,0.0,0.0,19.0,1547.0,410.0,348.0,345.0,309.0,147.0,296.0,640.0,322.0,0.0,0.0,0.0,53.0,1284.0,13756.0,331.0,1364.0,1868.0,490.0,268.0,46.0,42.0,162.0,915.0,18.0,,843.0,278.0,313.0,1185.0,0.0,308.0,2452.0,376.0,1064.0,330.0,0.0,160.0,1181.0,68.0,445.0,944.0
Ohio,1189.0,1455.0,3348.0,1467.0,7793.0,3917.0,1251.0,878.0,670.0,14377.0,4924.0,355.0,234.0,9076.0,10968.0,1414.0,1060.0,18410.0,605.0,177.0,3751.0,1977.0,13480.0,1631.0,994.0,3277.0,528.0,339.0,1618.0,1404.0,3952.0,987.0,7759.0,10004.0,129.0,,871.0,1538.0,18580.0,958.0,1717.0,464.0,6388.0,8360.0,982.0,56.0,6403.0,4084.0,8018.0,2789.0,136.0
Oklahoma,993.0,1248.0,3729.0,7333.0,8180.0,4190.0,176.0,83.0,216.0,4894.0,1731.0,255.0,233.0,1396.0,1793.0,2982.0,8779.0,920.0,1126.0,55.0,709.0,420.0,778.0,846.0,850.0,6309.0,67.0,534.0,829.0,91.0,639.0,1152.0,2187.0,1169.0,626.0,1711.0,,273.0,1407.0,117.0,779.0,505.0,3079.0,29191.0,1008.0,0.0,985.0,3102.0,38.0,1164.0,469.0
Oregon,156.0,4211.0,9446.0,570.0,35334.0,5446.0,848.0,0.0,271.0,1319.0,1142.0,3491.0,4995.0,1514.0,1099.0,509.0,671.0,91.0,1054.0,230.0,987.0,1335.0,980.0,2717.0,0.0,767.0,1800.0,414.0,3385.0,0.0,705.0,2617.0,2117.0,1810.0,947.0,828.0,1860.0,,1972.0,161.0,163.0,602.0,371.0,7480.0,4149.0,122.0,1506.0,21655.0,0.0,1276.0,1885.0
Pennsylvania,1535.0,2361.0,1735.0,549.0,9151.0,2615.0,2670.0,5611.0,1636.0,16230.0,4692.0,761.0,362.0,3522.0,2555.0,1434.0,1186.0,1746.0,1628.0,1280.0,21776.0,4974.0,5263.0,1521.0,12.0,1993.0,847.0,0.0,868.0,550.0,39423.0,506.0,31145.0,10006.0,220.0,10588.0,897.0,794.0,,1187.0,3006.0,403.0,3269.0,9027.0,850.0,674.0,11541.0,2182.0,4708.0,1257.0,143.0
Rhode Island,347.0,54.0,0.0,0.0,1387.0,91.0,2180.0,26.0,0.0,1723.0,1843.0,89.0,0.0,233.0,98.0,80.0,153.0,251.0,488.0,417.0,557.0,10765.0,296.0,428.0,0.0,60.0,0.0,0.0,44.0,1007.0,1404.0,0.0,3563.0,1426.0,0.0,176.0,64.0,44.0,1245.0,,474.0,0.0,72.0,445.0,0.0,93.0,922.0,76.0,0.0,0.0,0.0
South Carolina,3219.0,1225.0,2298.0,991.0,5826.0,3455.0,4030.0,661.0,649.0,12368.0,15496.0,1044.0,996.0,2854.0,2923.0,429.0,599.0,3312.0,1565.0,1462.0,4291.0,1620.0,4002.0,1111.0,1055.0,1495.0,294.0,323.0,499.0,950.0,4226.0,1237.0,11241.0,31188.0,0.0,5369.0,1115.0,304.0,7637.0,646.0,,352.0,4113.0,6567.0,434.0,249.0,8860.0,5453.0,687.0,1249.0,0.0
South Dakota,0.0,374.0,1008.0,23.0,1920.0,1388.0,0.0,0.0,0.0,329.0,167.0,0.0,177.0,520.0,489.0,2531.0,842.0,161.0,106.0,0.0,130.0,186.0,86.0,4321.0,0.0,127.0,990.0,1411.0,531.0,80.0,11.0,330.0,697.0,163.0,1635.0,490.0,711.0,13.0,36.0,0.0,37.0,,610.0,882.0,131.0,0.0,1453.0,198.0,0.0,541.0,2363.0
Tennessee,9640.0,837.0,2605.0,7625.0,8847.0,2482.0,390.0,427.0,747.0,17196.0,15713.0,438.0,288.0,8853.0,6087.0,835.0,613.0,9157.0,1126.0,207.0,2300.0,1753.0,6125.0,962.0,8166.0,5513.0,260.0,129.0,681.0,249.0,741.0,596.0,5614.0,12148.0,127.0,4627.0,2068.0,922.0,2555.0,1035.0,6164.0,282.0,,10134.0,216.0,162.0,7979.0,2885.0,1943.0,1551.0,130.0
Texas,6437.0,8487.0,18001.0,11926.0,63591.0,18277.0,3110.0,1411.0,1266.0,40930.0,19023.0,3871.0,3120.0,23258.0,6235.0,6444.0,11585.0,5990.0,23805.0,1385.0,9291.0,6208.0,12267.0,6946.0,12308.0,11921.0,659.0,3343.0,7050.0,1784.0,7015.0,17262.0,21347.0,16934.0,665.0,11841.0,25096.0,4772.0,12193.0,1852.0,6569.0,2041.0,15159.0,,4688.0,568.0,18454.0,10450.0,2328.0,7762.0,1647.0
Utah,365.0,1302.0,8362.0,119.0,14510.0,4111.0,173.0,0.0,395.0,2920.0,1139.0,1556.0,7021.0,1227.0,535.0,568.0,193.0,0.0,220.0,162.0,304.0,1506.0,629.0,904.0,752.0,2174.0,898.0,535.0,6612.0,119.0,473.0,1621.0,2059.0,1172.0,125.0,1893.0,614.0,2655.0,1110.0,35.0,944.0,0.0,361.0,5780.0,,138.0,2332.0,5274.0,44.0,543.0,3750.0
Vermont,0.0,225.0,111.0,0.0,1222.0,645.0,1167.0,16.0,0.0,1090.0,152.0,0.0,0.0,224.0,134.0,61.0,39.0,176.0,0.0,538.0,605.0,4462.0,181.0,2.0,26.0,67.0,413.0,0.0,47.0,2572.0,616.0,105.0,2554.0,196.0,32.0,76.0,62.0,252.0,1180.0,864.0,197.0,147.0,151.0,462.0,330.0,,694.0,358.0,155.0,0.0,29.0
Virginia,2654.0,2656.0,3605.0,57.0,16013.0,5487.0,2185.0,367.0,12511.0,22478.0,8802.0,2729.0,679.0,3626.0,2811.0,746.0,1859.0,3655.0,2041.0,1043.0,28071.0,4821.0,2608.0,3606.0,1999.0,2856.0,389.0,753.0,1251.0,694.0,9182.0,525.0,16980.0,22191.0,444.0,7651.0,918.0,1464.0,14296.0,1350.0,5780.0,158.0,6832.0,13337.0,2554.0,255.0,,5025.0,8620.0,1716.0,147.0
Washington,1640.0,7216.0,8931.0,1406.0,40085.0,6779.0,1400.0,624.0,372.0,7190.0,4536.0,4596.0,12825.0,4984.0,1999.0,1943.0,2889.0,1249.0,1203.0,745.0,1729.0,2003.0,2276.0,1788.0,485.0,2992.0,4294.0,675.0,4969.0,91.0,2038.0,2461.0,6630.0,4868.0,905.0,3496.0,1876.0,26582.0,3117.0,400.0,3177.0,1577.0,967.0,12528.0,4836.0,690.0,6427.0,,258.0,2129.0,1383.0
West Virginia,144.0,1797.0,298.0,526.0,1552.0,877.0,244.0,185.0,1078.0,2815.0,690.0,0.0,0.0,182.0,507.0,0.0,0.0,1797.0,128.0,0.0,5834.0,150.0,347.0,147.0,184.0,390.0,252.0,0.0,28.0,0.0,1072.0,0.0,865.0,2579.0,46.0,8093.0,208.0,163.0,4834.0,0.0,639.0,0.0,619.0,1967.0,61.0,9.0,6334.0,0.0,,316.0,0.0
Wisconsin,452.0,473.0,2172.0,665.0,6428.0,1458.0,376.0,16.0,322.0,4337.0,1407.0,518.0,118.0,30423.0,2636.0,4054.0,403.0,489.0,47.0,221.0,551.0,691.0,5593.0,20758.0,1142.0,2213.0,403.0,584.0,1078.0,221.0,816.0,187.0,2597.0,2913.0,547.0,3100.0,1112.0,599.0,1416.0,184.0,1739.0,236.0,1534.0,5341.0,1215.0,130.0,2113.0,1717.0,70.0,,16.0
Wyoming,254.0,45.0,1799.0,557.0,2703.0,5217.0,0.0,38.0,0.0,916.0,61.0,72.0,835.0,561.0,309.0,13.0,70.0,47.0,289.0,196.0,191.0,0.0,67.0,173.0,0.0,244.0,1342.0,429.0,658.0,0.0,0.0,747.0,190.0,18.0,869.0,0.0,44.0,316.0,9.0,0.0,8.0,664.0,364.0,1648.0,1290.0,0.0,140.0,1446.0,106.0,1047.0,
