Destinations,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia ,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Georgia,15589.0,917.0,2255.0,1900.0,16745.0,3497.0,5574.0,520.0,571.0,51020.0,,2335.0,193.0,6146.0,4151.0,1995.0,1110.0,2027.0,3082.0,89.0,5797.0,2577.0,5592.0,1042.0,2967.0,2889.0,1018.0,2097.0,674.0,103.0,9055.0,1619.0,10754.0,16957.0,364.0,6935.0,3297.0,909.0,4527.0,196.0,16328.0,522.0,18283.0,22746.0,1123.0,431.0,6992.0,3520.0,1277.0,2627.0,1339.0
Hawaii,484.0,1509.0,2167.0,0.0,10456.0,3164.0,114.0,52.0,768.0,3085.0,2192.0,,1027.0,583.0,306.0,586.0,1385.0,170.0,320.0,124.0,574.0,656.0,115.0,363.0,219.0,1129.0,165.0,481.0,502.0,0.0,24.0,122.0,1416.0,843.0,0.0,510.0,1172.0,1615.0,580.0,0.0,1072.0,50.0,723.0,4180.0,413.0,0.0,3987.0,4351.0,0.0,142.0,178.0
Idaho,84.0,1179.0,3852.0,496.0,21018.0,1505.0,1905.0,0.0,0.0,1406.0,436.0,0.0,,120.0,521.0,178.0,571.0,40.0,264.0,0.0,75.0,0.0,212.0,631.0,209.0,359.0,2880.0,146.0,3736.0,0.0,27.0,181.0,2943.0,1331.0,261.0,82.0,795.0,4735.0,937.0,0.0,62.0,0.0,482.0,2605.0,6626.0,64.0,804.0,14955.0,154.0,42.0,856.0
Illinois,1280.0,1400.0,5818.0,1188.0,16518.0,3208.0,1911.0,9.0,1020.0,13561.0,4106.0,459.0,1093.0,,16223.0,7727.0,2047.0,3289.0,2373.0,0.0,3011.0,3956.0,9210.0,4498.0,2169.0,15055.0,317.0,881.0,1555.0,42.0,3488.0,1041.0,8838.0,4544.0,540.0,6423.0,1041.0,1112.0,5261.0,414.0,3542.0,746.0,7084.0,13412.0,2642.0,76.0,4710.0,2855.0,869.0,13965.0,93.0
Indiana,966.0,138.0,3009.0,1271.0,6811.0,4695.0,722.0,868.0,32.0,8650.0,4525.0,47.0,887.0,31556.0,,311.0,918.0,9224.0,747.0,128.0,1192.0,1010.0,7972.0,1345.0,1134.0,4404.0,248.0,286.0,1470.0,348.0,2482.0,666.0,1512.0,2589.0,0.0,14794.0,1316.0,1020.0,2764.0,0.0,2473.0,0.0,5409.0,6321.0,608.0,30.0,2453.0,1192.0,477.0,3228.0,1008.0
Iowa,148.0,66.0,2021.0,410.0,4408.0,4856.0,23.0,0.0,382.0,1931.0,140.0,689.0,111.0,15699.0,1251.0,,2274.0,393.0,360.0,101.0,0.0,514.0,1504.0,6286.0,379.0,4338.0,499.0,8119.0,817.0,0.0,20.0,358.0,438.0,502.0,495.0,969.0,711.0,173.0,367.0,0.0,174.0,1664.0,588.0,3400.0,506.0,0.0,298.0,1244.0,0.0,4333.0,240.0
Kansas,476.0,378.0,1801.0,1507.0,5660.0,3808.0,322.0,0.0,350.0,3991.0,1072.0,564.0,449.0,2839.0,731.0,3704.0,,739.0,1097.0,0.0,871.0,1424.0,825.0,835.0,176.0,27726.0,411.0,2042.0,636.0,0.0,613.0,683.0,1656.0,1178.0,0.0,3377.0,7757.0,456.0,967.0,0.0,287.0,381.0,1159.0,7554.0,1170.0,0.0,1368.0,1064.0,90.0,948.0,606.0
Kentucky,2055.0,115.0,1480.0,397.0,2052.0,1643.0,327.0,389.0,175.0,7426.0,3638.0,402.0,2215.0,5108.0,11241.0,265.0,3016.0,,722.0,118.0,1689.0,239.0,2912.0,434.0,407.0,2910.0,109.0,90.0,270.0,179.0,114.0,598.0,3283.0,3796.0,61.0,15246.0,1130.0,1044.0,1908.0,0.0,1440.0,132.0,12498.0,6360.0,1201.0,0.0,3673.0,1238.0,3776.0,935.0,0.0
Louisiana,1462.0,515.0,276.0,1653.0,5743.0,2397.0,584.0,53.0,196.0,2878.0,5901.0,1117.0,69.0,2205.0,458.0,100.0,1056.0,3041.0,,35.0,516.0,630.0,1637.0,274.0,7505.0,679.0,222.0,44.0,2065.0,0.0,629.0,1235.0,2106.0,813.0,0.0,963.0,469.0,609.0,687.0,0.0,1205.0,291.0,1561.0,23588.0,603.0,0.0,1330.0,884.0,567.0,407.0,97.0
Maine,0.0,47.0,765.0,0.0,850.0,840.0,1734.0,29.0,235.0,2082.0,235.0,55.0,308.0,180.0,204.0,0.0,67.0,512.0,38.0,,377.0,5775.0,1320.0,75.0,214.0,349.0,246.0,0.0,23.0,4731.0,389.0,97.0,2909.0,1049.0,134.0,788.0,217.0,181.0,1393.0,317.0,503.0,71.0,583.0,2386.0,142.0,997.0,874.0,283.0,0.0,102.0,0.0
Maryland,647.0,485.0,2240.0,785.0,7924.0,1168.0,1890.0,5811.0,21093.0,11989.0,3676.0,892.0,470.0,1827.0,1048.0,322.0,573.0,745.0,1281.0,990.0,,1753.0,1635.0,284.0,888.0,1253.0,223.0,576.0,120.0,1065.0,6333.0,1195.0,8372.0,6582.0,291.0,3098.0,831.0,916.0,12461.0,138.0,2515.0,154.0,1670.0,7408.0,1852.0,44.0,26522.0,1881.0,5422.0,1731.0,147.0
Massachusetts,483.0,241.0,1554.0,222.0,13901.0,1174.0,14224.0,887.0,1557.0,9455.0,2988.0,257.0,44.0,3415.0,819.0,79.0,747.0,399.0,633.0,3188.0,3439.0,,2118.0,1578.0,78.0,1227.0,216.0,194.0,321.0,11251.0,8026.0,78.0,19960.0,3170.0,0.0,1123.0,261.0,1013.0,6014.0,10630.0,1135.0,52.0,2139.0,4116.0,466.0,1979.0,4260.0,2069.0,115.0,703.0,44.0
Michigan,537.0,1025.0,4028.0,755.0,11239.0,3337.0,1388.0,86.0,256.0,12601.0,1477.0,496.0,509.0,10193.0,12702.0,506.0,1825.0,2221.0,1254.0,410.0,1174.0,3536.0,,1195.0,1124.0,1926.0,527.0,1147.0,1684.0,622.0,2313.0,331.0,6478.0,3767.0,311.0,13625.0,396.0,1265.0,4263.0,42.0,2627.0,354.0,4017.0,7873.0,599.0,142.0,4095.0,3169.0,115.0,3613.0,101.0
Minnesota,976.0,363.0,2176.0,621.0,4915.0,2605.0,342.0,0.0,141.0,5720.0,727.0,241.0,544.0,8454.0,1388.0,4626.0,936.0,443.0,382.0,249.0,1330.0,819.0,2043.0,,415.0,2483.0,812.0,1830.0,848.0,110.0,231.0,406.0,3536.0,1934.0,9793.0,1134.0,1111.0,974.0,1282.0,202.0,151.0,3896.0,1220.0,4757.0,626.0,85.0,810.0,5889.0,0.0,15270.0,424.0
Mississippi,8401.0,191.0,674.0,696.0,2066.0,284.0,0.0,0.0,99.0,3369.0,3358.0,489.0,0.0,3245.0,2858.0,70.0,583.0,251.0,12049.0,52.0,391.0,346.0,675.0,28.0,,1991.0,432.0,59.0,1023.0,0.0,154.0,0.0,1319.0,357.0,71.0,799.0,413.0,55.0,1071.0,0.0,658.0,0.0,10004.0,5853.0,468.0,0.0,695.0,128.0,285.0,1243.0,747.0
Missouri,2378.0,882.0,2009.0,8166.0,8156.0,8782.0,361.0,235.0,461.0,7112.0,1919.0,322.0,276.0,20041.0,3462.0,4904.0,21037.0,2042.0,2063.0,182.0,682.0,497.0,2369.0,2160.0,2814.0,,499.0,2071.0,1481.0,0.0,1628.0,605.0,3210.0,2432.0,190.0,2286.0,4602.0,546.0,1605.0,40.0,2259.0,522.0,3153.0,10799.0,2886.0,236.0,3228.0,2521.0,59.0,1546.0,610.0
Montana,540.0,986.0,1787.0,19.0,4991.0,2921.0,323.0,0.0,0.0,1263.0,892.0,225.0,2157.0,549.0,391.0,142.0,1031.0,26.0,106.0,54.0,0.0,413.0,142.0,2505.0,0.0,187.0,,93.0,251.0,257.0,90.0,1118.0,183.0,372.0,1978.0,733.0,239.0,3284.0,271.0,0.0,675.0,375.0,240.0,2198.0,891.0,56.0,248.0,5450.0,0.0,774.0,1949.0
Nebraska,268.0,34.0,1351.0,236.0,4148.0,4835.0,348.0,0.0,100.0,1111.0,982.0,420.0,19.0,1696.0,669.0,6072.0,4355.0,607.0,199.0,7.0,579.0,512.0,665.0,2242.0,353.0,2835.0,108.0,,567.0,0.0,255.0,455.0,770.0,1362.0,393.0,771.0,795.0,818.0,285.0,70.0,72.0,2753.0,920.0,6429.0,448.0,0.0,674.0,654.0,41.0,336.0,960.0
Nevada,397.0,458.0,6999.0,49.0,50707.0,3724.0,198.0,98.0,43.0,4018.0,1511.0,4959.0,875.0,2938.0,850.0,508.0,412.0,846.0,657.0,0.0,474.0,1992.0,1157.0,1070.0,459.0,1130.0,515.0,671.0,,165.0,2179.0,2121.0,2770.0,903.0,0.0,1913.0,1304.0,3113.0,1559.0,88.0,615.0,3.0,837.0,5129.0,7133.0,26.0,1616.0,6231.0,0.0,1151.0,791.0
New Hampshire,158.0,45.0,704.0,569.0,1263.0,385.0,1298.0,238.0,95.0,3806.0,533.0,151.0,0.0,0.0,327.0,14.0,41.0,270.0,0.0,4016.0,423.0,20416.0,1002.0,52.0,0.0,359.0,0.0,0.0,453.0,,534.0,102.0,1276.0,1714.0,60.0,258.0,79.0,230.0,1585.0,864.0,1027.0,0.0,246.0,786.0,31.0,1725.0,836.0,198.0,0.0,198.0,0.0
New Jersey,147.0,67.0,1626.0,0.0,9613.0,1505.0,2187.0,1720.0,1187.0,13591.0,1817.0,305.0,255.0,972.0,312.0,163.0,248.0,112.0,353.0,101.0,2788.0,4754.0,960.0,353.0,239.0,336.0,0.0,167.0,204.0,946.0,,0.0,64810.0,6359.0,288.0,4034.0,254.0,195.0,24132.0,223.0,1242.0,0.0,431.0,6504.0,19.0,0.0,2011.0,1507.0,304.0,505.0,0.0
New Mexico,1099.0,197.0,3284.0,352.0,7524.0,4877.0,55.0,0.0,30.0,2196.0,232.0,313.0,665.0,482.0,0.0,434.0,378.0,129.0,524.0,257.0,162.0,449.0,851.0,641.0,1010.0,675.0,303.0,344.0,868.0,538.0,1021.0,,1099.0,405.0,205.0,1090.0,2159.0,2009.0,1086.0,0.0,1270.0,0.0,776.0,14250.0,1199.0,192.0,987.0,2714.0,204.0,285.0,248.0
New York,1395.0,415.0,3541.0,52.0,25255.0,4553.0,14420.0,1328.0,2802.0,24084.0,7994.0,1181.0,491.0,5977.0,2007.0,2352.0,1262.0,986.0,2069.0,731.0,7775.0,13568.0,3743.0,1286.0,447.0,2335.0,372.0,866.0,1853.0,2474.0,36401.0,647.0,,9270.0,294.0,5284.0,1303.0,1414.0,19339.0,1362.0,4457.0,431.0,3144.0,14708.0,364.0,4072.0,9302.0,1962.0,1126.0,1935.0,18.0
North Carolina,3287.0,1562.0,2622.0,1897.0,17536.0,5471.0,2702.0,1988.0,2031.0,37585.0,17020.0,3402.0,244.0,6544.0,3506.0,1976.0,1815.0,3906.0,2454.0,1235.0,8717.0,5822.0,5793.0,3342.0,3441.0,2993.0,331.0,1052.0,857.0,1862.0,11947.0,2306.0,25596.0,,177.0,9431.0,2034.0,3066.0,12058.0,1535.0,26091.0,57.0,7476.0,18748.0,1735.0,1208.0,27843.0,6790.0,4624.0,1920.0,1046.0
North Dakota,4.0,112.0,530.0,464.0,1040.0,522.0,0.0,0.0,53.0,1355.0,1194.0,204.0,433.0,467.0,113.0,166.0,306.0,0.0,778.0,0.0,281.0,0.0,411.0,10670.0,275.0,540.0,2167.0,13.0,14.0,0.0,170.0,1285.0,2105.0,179.0,,139.0,1631.0,399.0,733.0,0.0,114.0,1225.0,644.0,1098.0,321.0,0.0,132.0,683.0,0.0,475.0,290.0
Ohio,1744.0,1200.0,2432.0,583.0,8799.0,2216.0,2510.0,996.0,789.0,15037.0,5178.0,735.0,334.0,9797.0,14252.0,2395.0,803.0,16598.0,1463.0,761.0,2272.0,3415.0,15409.0,1405.0,2527.0,3410.0,677.0,1796.0,1460.0,28.0,3585.0,1148.0,9067.0,5818.0,221.0,,35.0,1737.0,16881.0,42.0,4605.0,134.0,5467.0,8189.0,1922.0,314.0,6695.0,2032.0,6260.0,2778.0,75.0
Oklahoma,541.0,661.0,3631.0,8526.0,8330.0,4039.0,0.0,0.0,0.0,5489.0,1590.0,931.0,216.0,3201.0,813.0,603.0,5393.0,214.0,2107.0,0.0,871.0,701.0,1395.0,1167.0,446.0,5861.0,46.0,965.0,1106.0,0.0,390.0,1528.0,1221.0,819.0,13.0,932.0,,1595.0,941.0,56.0,803.0,302.0,2210.0,31551.0,1944.0,152.0,1352.0,1258.0,0.0,392.0,641.0
Oregon,315.0,4317.0,7736.0,436.0,43058.0,3292.0,157.0,0.0,226.0,3824.0,1203.0,2729.0,5745.0,2022.0,854.0,139.0,899.0,942.0,238.0,406.0,327.0,1425.0,2412.0,1693.0,1070.0,681.0,1515.0,96.0,5375.0,0.0,1143.0,1440.0,2842.0,3570.0,238.0,1390.0,700.0,,1107.0,0.0,817.0,354.0,303.0,5403.0,2512.0,495.0,1628.0,21672.0,185.0,419.0,1277.0
Pennsylvania,1202.0,553.0,3269.0,1486.0,11568.0,4822.0,3891.0,5999.0,1336.0,17029.0,4255.0,783.0,110.0,3659.0,2045.0,365.0,1065.0,921.0,986.0,916.0,20660.0,5651.0,3138.0,2019.0,1287.0,979.0,328.0,328.0,409.0,917.0,43726.0,1335.0,43048.0,7579.0,446.0,12317.0,1576.0,1451.0,,535.0,3272.0,455.0,2566.0,9760.0,2041.0,1002.0,10010.0,3059.0,5485.0,1725.0,156.0
Rhode Island,183.0,0.0,50.0,0.0,2219.0,504.0,4791.0,0.0,45.0,657.0,739.0,0.0,42.0,293.0,0.0,0.0,0.0,86.0,0.0,606.0,521.0,11413.0,151.0,0.0,0.0,287.0,0.0,37.0,42.0,677.0,1038.0,43.0,3252.0,673.0,173.0,623.0,0.0,87.0,422.0,,43.0,0.0,0.0,960.0,194.0,134.0,1278.0,501.0,0.0,77.0,0.0
South Carolina,4636.0,715.0,1460.0,1382.0,12103.0,1622.0,6800.0,978.0,743.0,15772.0,16110.0,857.0,0.0,3454.0,3095.0,1036.0,1091.0,1408.0,1913.0,192.0,7826.0,4451.0,2721.0,366.0,895.0,2960.0,553.0,541.0,375.0,787.0,4921.0,944.0,12721.0,27734.0,498.0,5784.0,228.0,748.0,7040.0,1684.0,,200.0,5666.0,5387.0,2112.0,439.0,6507.0,3842.0,1299.0,1643.0,266.0
South Dakota,84.0,0.0,241.0,0.0,2073.0,797.0,0.0,0.0,0.0,2128.0,968.0,0.0,297.0,841.0,144.0,3275.0,906.0,57.0,408.0,0.0,144.0,0.0,150.0,3822.0,231.0,191.0,428.0,3735.0,56.0,56.0,0.0,299.0,359.0,188.0,1986.0,0.0,0.0,37.0,194.0,0.0,612.0,,301.0,279.0,76.0,0.0,157.0,567.0,0.0,37.0,651.0
Tennessee,8547.0,1137.0,2886.0,4841.0,9682.0,5410.0,1784.0,53.0,203.0,26724.0,17439.0,1515.0,148.0,9857.0,4928.0,588.0,796.0,13720.0,2226.0,576.0,1470.0,3592.0,4814.0,375.0,11641.0,5139.0,122.0,913.0,789.0,649.0,2231.0,366.0,5312.0,9388.0,285.0,6273.0,2130.0,2314.0,2504.0,183.0,6061.0,1722.0,,12046.0,1186.0,77.0,8172.0,3245.0,1705.0,1492.0,121.0
Texas,5945.0,2375.0,18628.0,14377.0,86164.0,21509.0,3762.0,1275.0,1059.0,37262.0,14235.0,7986.0,3494.0,19241.0,9704.0,6379.0,12049.0,3841.0,29108.0,815.0,13777.0,5528.0,8070.0,7291.0,8663.0,21257.0,1626.0,2959.0,6215.0,1166.0,5906.0,17670.0,18925.0,17954.0,2456.0,9600.0,24590.0,6457.0,9143.0,933.0,8806.0,1979.0,12229.0,,6287.0,569.0,18731.0,16855.0,924.0,5844.0,2327.0
Utah,315.0,494.0,6827.0,896.0,18025.0,4181.0,720.0,61.0,149.0,2743.0,2665.0,2533.0,8574.0,1737.0,355.0,754.0,964.0,368.0,241.0,98.0,743.0,1909.0,1477.0,531.0,216.0,977.0,1548.0,377.0,4383.0,269.0,646.0,1014.0,3413.0,767.0,482.0,1382.0,127.0,5136.0,1104.0,50.0,246.0,318.0,814.0,7528.0,,0.0,1526.0,8186.0,75.0,1346.0,1534.0
Vermont,124.0,0.0,205.0,0.0,1380.0,649.0,2251.0,0.0,134.0,2105.0,170.0,98.0,0.0,75.0,31.0,53.0,0.0,740.0,24.0,455.0,357.0,3819.0,107.0,461.0,0.0,126.0,0.0,27.0,110.0,2877.0,1343.0,101.0,4535.0,266.0,0.0,201.0,71.0,125.0,520.0,235.0,178.0,0.0,305.0,427.0,329.0,,903.0,165.0,0.0,179.0,45.0
Virginia,3426.0,1235.0,4162.0,1002.0,21210.0,4557.0,3254.0,1306.0,11821.0,20272.0,7894.0,3116.0,166.0,7025.0,2259.0,1388.0,1875.0,2431.0,2609.0,535.0,28366.0,5622.0,3135.0,1616.0,2832.0,4988.0,0.0,407.0,1198.0,1464.0,9605.0,1394.0,17983.0,23916.0,470.0,6308.0,1778.0,497.0,13013.0,1810.0,8776.0,223.0,7963.0,14918.0,2847.0,607.0,,6404.0,2423.0,1631.0,266.0
Washington,495.0,3520.0,14252.0,953.0,55467.0,10122.0,1785.0,131.0,1837.0,8084.0,5899.0,3416.0,11911.0,5382.0,1118.0,647.0,1318.0,475.0,1278.0,421.0,4526.0,4418.0,3607.0,2131.0,614.0,2837.0,4467.0,1354.0,4222.0,580.0,4488.0,1950.0,7539.0,5432.0,1414.0,3080.0,3423.0,31642.0,3105.0,225.0,2025.0,163.0,2567.0,18425.0,7466.0,8.0,5887.0,,182.0,3381.0,1237.0
West Virginia,83.0,0.0,272.0,288.0,524.0,798.0,639.0,419.0,328.0,1722.0,582.0,42.0,0.0,564.0,1227.0,0.0,113.0,1061.0,572.0,74.0,3876.0,384.0,321.0,70.0,0.0,71.0,0.0,0.0,27.0,0.0,546.0,35.0,640.0,1889.0,0.0,7299.0,49.0,135.0,6291.0,0.0,2329.0,45.0,2631.0,516.0,111.0,0.0,6646.0,185.0,,437.0,0.0
Wisconsin,572.0,484.0,2883.0,292.0,6642.0,3321.0,614.0,211.0,109.0,5593.0,2016.0,449.0,129.0,25155.0,2663.0,3072.0,1186.0,1661.0,518.0,186.0,579.0,1160.0,4737.0,19632.0,559.0,2670.0,410.0,345.0,1350.0,251.0,1098.0,1950.0,1246.0,1853.0,414.0,3759.0,790.0,1550.0,1537.0,27.0,619.0,374.0,1330.0,3977.0,1252.0,110.0,869.0,1938.0,265.0,,206.0
Wyoming,639.0,0.0,934.0,392.0,1604.0,5632.0,12.0,0.0,0.0,1159.0,40.0,55.0,367.0,214.0,227.0,30.0,675.0,568.0,72.0,15.0,0.0,251.0,1117.0,59.0,65.0,914.0,1501.0,782.0,286.0,335.0,5.0,512.0,393.0,367.0,721.0,473.0,306.0,888.0,146.0,88.0,54.0,750.0,104.0,1354.0,911.0,0.0,197.0,373.0,118.0,29.0,
