Destinations,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia ,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Michigan,3527.0,3456.0,3840.0,2054.0,7793.0,3425.0,1656.0,0.0,256.0,17712.0,4254.0,630.0,882.0,9897.0,7668.0,1709.0,1148.0,2578.0,955.0,599.0,1035.0,2861.0,,2671.0,715.0,2509.0,84.0,439.0,1215.0,73.0,1849.0,508.0,6087.0,3405.0,159.0,11224.0,917.0,647.0,2864.0,385.0,2185.0,571.0,3106.0,9935.0,642.0,0.0,2327.0,1430.0,417.0,4018.0,841.0
Minnesota,123.0,893.0,2314.0,951.0,6638.0,2662.0,74.0,86.0,367.0,2820.0,840.0,901.0,402.0,8209.0,786.0,6175.0,606.0,755.0,573.0,321.0,424.0,970.0,5164.0,,549.0,1345.0,1457.0,1936.0,2682.0,21.0,631.0,540.0,2416.0,845.0,7574.0,1961.0,546.0,1800.0,870.0,0.0,447.0,5305.0,874.0,3062.0,919.0,177.0,1034.0,1413.0,92.0,19255.0,224.0
Mississippi,8922.0,117.0,556.0,2315.0,4723.0,484.0,54.0,0.0,415.0,6152.0,3136.0,369.0,55.0,2068.0,611.0,650.0,66.0,1626.0,7139.0,0.0,265.0,1445.0,1610.0,614.0,,1581.0,0.0,118.0,84.0,65.0,269.0,1075.0,364.0,483.0,0.0,991.0,566.0,74.0,2568.0,41.0,398.0,6.0,7683.0,5243.0,332.0,0.0,1453.0,286.0,303.0,1136.0,0.0
Missouri,1395.0,2043.0,2356.0,6168.0,8386.0,3144.0,1516.0,0.0,215.0,4513.0,2964.0,871.0,560.0,20161.0,4404.0,4811.0,20884.0,1993.0,1728.0,291.0,716.0,463.0,2830.0,2026.0,1641.0,,845.0,4860.0,1544.0,769.0,1114.0,1016.0,2904.0,3669.0,977.0,3240.0,6073.0,777.0,1810.0,359.0,267.0,361.0,2676.0,10293.0,1697.0,88.0,2684.0,2518.0,196.0,1503.0,1120.0
Montana,449.0,1118.0,1971.0,49.0,3033.0,2856.0,58.0,365.0,0.0,291.0,231.0,32.0,1543.0,765.0,646.0,417.0,845.0,0.0,0.0,71.0,57.0,10.0,353.0,969.0,0.0,158.0,,384.0,688.0,0.0,889.0,264.0,422.0,1173.0,360.0,321.0,96.0,1959.0,840.0,0.0,77.0,227.0,266.0,1329.0,1232.0,53.0,278.0,3835.0,14.0,146.0,2413.0
Nebraska,169.0,721.0,1646.0,161.0,5124.0,3245.0,381.0,0.0,29.0,1105.0,434.0,275.0,506.0,1415.0,615.0,9575.0,3040.0,352.0,222.0,122.0,318.0,0.0,683.0,1455.0,424.0,1848.0,64.0,,240.0,0.0,119.0,242.0,544.0,829.0,292.0,268.0,1255.0,1556.0,252.0,0.0,243.0,2999.0,226.0,5343.0,734.0,0.0,615.0,835.0,24.0,560.0,965.0
Nevada,280.0,597.0,10142.0,310.0,40114.0,2714.0,189.0,184.0,983.0,2923.0,1731.0,4093.0,3929.0,1668.0,855.0,114.0,602.0,628.0,78.0,49.0,931.0,256.0,1663.0,1055.0,203.0,335.0,1137.0,32.0,,0.0,2118.0,2136.0,1516.0,1333.0,0.0,1354.0,258.0,1691.0,570.0,86.0,165.0,588.0,96.0,7249.0,3365.0,0.0,1740.0,4680.0,0.0,2672.0,933.0
New Hampshire,193.0,0.0,246.0,22.0,547.0,403.0,1617.0,20.0,68.0,1970.0,535.0,0.0,0.0,478.0,470.0,47.0,0.0,0.0,0.0,3080.0,222.0,15526.0,155.0,104.0,160.0,153.0,230.0,33.0,186.0,,294.0,186.0,1471.0,1297.0,47.0,248.0,0.0,198.0,1015.0,608.0,588.0,86.0,126.0,605.0,158.0,2138.0,880.0,428.0,0.0,0.0,162.0
New Jersey,189.0,1198.0,3784.0,57.0,5986.0,2203.0,1924.0,2100.0,781.0,12907.0,4268.0,264.0,256.0,3690.0,718.0,332.0,317.0,102.0,871.0,624.0,5335.0,4675.0,1889.0,1261.0,510.0,583.0,49.0,312.0,899.0,499.0,,355.0,40815.0,2482.0,61.0,1121.0,773.0,360.0,19733.0,463.0,1586.0,0.0,1412.0,3801.0,256.0,0.0,4458.0,2454.0,1252.0,214.0,15.0
New Mexico,410.0,416.0,7444.0,682.0,7066.0,5525.0,0.0,0.0,212.0,2806.0,676.0,81.0,355.0,466.0,2030.0,0.0,1333.0,87.0,184.0,510.0,2277.0,252.0,908.0,438.0,556.0,1183.0,544.0,353.0,2099.0,114.0,245.0,,1445.0,522.0,264.0,1742.0,234.0,916.0,492.0,0.0,145.0,240.0,899.0,13633.0,303.0,71.0,425.0,924.0,0.0,340.0,283.0
New York,1812.0,6124.0,2821.0,1041.0,25761.0,3724.0,15123.0,1124.0,3702.0,29344.0,10584.0,1002.0,434.0,6914.0,2198.0,928.0,838.0,2414.0,1495.0,2915.0,5037.0,14646.0,3936.0,1824.0,401.0,1417.0,391.0,579.0,1785.0,2972.0,41450.0,461.0,,9336.0,374.0,5191.0,1425.0,2189.0,26596.0,1393.0,6947.0,112.0,2660.0,9151.0,773.0,3882.0,10800.0,2986.0,631.0,1878.0,688.0
North Carolina,5420.0,3991.0,4286.0,327.0,15373.0,3919.0,1975.0,954.0,1135.0,28044.0,16192.0,1806.0,675.0,5971.0,3228.0,654.0,4995.0,1637.0,2936.0,824.0,10485.0,9053.0,7530.0,1294.0,1273.0,2638.0,563.0,1056.0,1048.0,2078.0,10374.0,1737.0,18321.0,,189.0,10187.0,1390.0,1175.0,9450.0,444.0,20427.0,565.0,6057.0,6621.0,961.0,212.0,27302.0,3295.0,2780.0,2291.0,153.0
North Dakota,97.0,393.0,1313.0,249.0,1356.0,1229.0,0.0,84.0,0.0,459.0,364.0,138.0,1209.0,571.0,130.0,208.0,75.0,0.0,422.0,50.0,10.0,369.0,328.0,12244.0,80.0,330.0,1227.0,218.0,845.0,0.0,183.0,99.0,264.0,900.0,,286.0,59.0,264.0,652.0,0.0,1.0,1293.0,113.0,1862.0,429.0,0.0,166.0,404.0,0.0,1398.0,139.0
Ohio,1567.0,1637.0,6763.0,1952.0,9032.0,2690.0,1189.0,263.0,587.0,16492.0,4290.0,1044.0,312.0,7027.0,11588.0,1146.0,657.0,12744.0,1872.0,0.0,4982.0,2101.0,14330.0,1788.0,691.0,2003.0,101.0,1176.0,1851.0,1992.0,3936.0,255.0,8784.0,4572.0,204.0,,2333.0,1326.0,14292.0,369.0,3826.0,34.0,6468.0,11987.0,691.0,68.0,5425.0,1979.0,7548.0,2534.0,1280.0
Oklahoma,591.0,1137.0,3770.0,6894.0,8233.0,3273.0,97.0,66.0,191.0,6056.0,3514.0,140.0,21.0,2179.0,2113.0,580.0,4626.0,1398.0,1934.0,271.0,432.0,160.0,1038.0,497.0,199.0,5781.0,803.0,1979.0,705.0,0.0,391.0,403.0,1858.0,1322.0,928.0,1608.0,,917.0,1116.0,152.0,2015.0,600.0,1700.0,31595.0,587.0,0.0,1013.0,1246.0,44.0,942.0,1763.0
Oregon,758.0,1935.0,7911.0,988.0,34214.0,2110.0,949.0,251.0,349.0,3384.0,1946.0,2491.0,6236.0,1350.0,1371.0,659.0,1263.0,71.0,0.0,269.0,453.0,1423.0,1652.0,1413.0,7.0,1172.0,1079.0,324.0,7222.0,427.0,1322.0,537.0,2056.0,1099.0,313.0,949.0,2034.0,,1407.0,0.0,370.0,417.0,673.0,4498.0,3443.0,176.0,1179.0,21862.0,66.0,914.0,914.0
Pennsylvania,1332.0,759.0,2278.0,582.0,10672.0,2491.0,4150.0,5177.0,1401.0,19299.0,4627.0,495.0,236.0,3902.0,4086.0,1176.0,2323.0,4013.0,615.0,608.0,17751.0,6284.0,4406.0,853.0,1238.0,1761.0,338.0,582.0,1057.0,1326.0,36133.0,325.0,29436.0,11254.0,195.0,13075.0,283.0,1594.0,,799.0,3438.0,142.0,3742.0,7006.0,1246.0,446.0,8419.0,3688.0,4631.0,2426.0,195.0
Rhode Island,0.0,0.0,214.0,0.0,1949.0,301.0,2613.0,0.0,0.0,2230.0,476.0,0.0,107.0,373.0,41.0,82.0,374.0,211.0,121.0,228.0,472.0,7715.0,178.0,27.0,0.0,109.0,0.0,0.0,0.0,941.0,1224.0,93.0,2776.0,259.0,0.0,60.0,0.0,57.0,1125.0,,223.0,0.0,210.0,207.0,181.0,621.0,485.0,262.0,199.0,2.0,23.0
South Carolina,2999.0,2421.0,1971.0,1333.0,6592.0,1000.0,1752.0,841.0,589.0,15476.0,16355.0,712.0,55.0,2371.0,3249.0,1379.0,1885.0,2454.0,878.0,652.0,3807.0,730.0,4483.0,471.0,2163.0,1522.0,915.0,204.0,1017.0,372.0,4241.0,598.0,11317.0,23102.0,271.0,6327.0,1008.0,833.0,3523.0,453.0,,62.0,3324.0,8623.0,181.0,91.0,7879.0,2510.0,1680.0,341.0,632.0
South Dakota,0.0,554.0,1422.0,659.0,1286.0,1021.0,0.0,0.0,0.0,101.0,69.0,0.0,186.0,267.0,285.0,4772.0,144.0,211.0,0.0,0.0,254.0,113.0,239.0,5342.0,129.0,354.0,232.0,1695.0,110.0,0.0,441.0,513.0,6.0,166.0,2060.0,84.0,40.0,15.0,57.0,7.0,529.0,,0.0,1156.0,560.0,0.0,79.0,557.0,0.0,481.0,1310.0
Tennessee,9326.0,531.0,1346.0,7393.0,7130.0,1372.0,150.0,155.0,307.0,15491.0,17507.0,179.0,0.0,8593.0,5645.0,387.0,1805.0,13884.0,1901.0,9.0,1135.0,1690.0,5983.0,445.0,9172.0,3795.0,43.0,631.0,883.0,132.0,1396.0,381.0,4921.0,9353.0,50.0,5944.0,3166.0,726.0,3360.0,14.0,5531.0,181.0,,7009.0,200.0,38.0,6098.0,2852.0,1385.0,1213.0,131.0
Texas,8747.0,6670.0,20073.0,16461.0,58992.0,19126.0,2927.0,884.0,2276.0,35777.0,17401.0,6106.0,4379.0,15064.0,10265.0,3236.0,12766.0,6616.0,25513.0,1357.0,9443.0,5035.0,15654.0,7691.0,6048.0,13473.0,537.0,3837.0,7793.0,459.0,7578.0,15225.0,26155.0,14956.0,809.0,12315.0,19302.0,3743.0,9107.0,1297.0,4075.0,1486.0,10788.0,,5234.0,349.0,13231.0,15325.0,663.0,5982.0,2500.0
Utah,486.0,2151.0,6585.0,422.0,18237.0,3986.0,562.0,0.0,132.0,1643.0,1052.0,1701.0,7538.0,1447.0,545.0,290.0,1146.0,611.0,494.0,0.0,342.0,959.0,1099.0,939.0,143.0,511.0,1241.0,195.0,4315.0,34.0,506.0,1707.0,1937.0,1653.0,2.0,2584.0,150.0,2037.0,1496.0,0.0,309.0,128.0,549.0,4507.0,,122.0,2413.0,4825.0,270.0,158.0,1058.0
Vermont,0.0,580.0,310.0,0.0,819.0,529.0,2105.0,107.0,27.0,366.0,101.0,143.0,0.0,386.0,258.0,0.0,7.0,627.0,41.0,322.0,361.0,2378.0,335.0,206.0,0.0,69.0,0.0,0.0,15.0,2244.0,962.0,56.0,3723.0,250.0,0.0,383.0,0.0,124.0,389.0,401.0,21.0,0.0,327.0,185.0,182.0,,740.0,156.0,53.0,137.0,38.0
Virginia,4930.0,3202.0,4679.0,645.0,19371.0,4908.0,5376.0,961.0,6854.0,17773.0,8715.0,2917.0,434.0,4000.0,2703.0,1503.0,892.0,3630.0,2496.0,2855.0,22051.0,5386.0,7323.0,834.0,1682.0,2277.0,617.0,256.0,1717.0,1344.0,7327.0,1014.0,12455.0,22753.0,462.0,9570.0,853.0,3499.0,12009.0,1897.0,6612.0,908.0,7482.0,11655.0,1426.0,173.0,,4615.0,9041.0,858.0,190.0
Washington,1821.0,5266.0,12397.0,756.0,38421.0,3938.0,1026.0,0.0,358.0,6094.0,8705.0,5940.0,10895.0,2062.0,2303.0,1000.0,2820.0,1271.0,1016.0,1313.0,1899.0,1580.0,3720.0,1543.0,1110.0,3307.0,2125.0,673.0,4925.0,824.0,2006.0,1569.0,4512.0,3870.0,189.0,2686.0,765.0,29168.0,2296.0,463.0,1519.0,227.0,2342.0,15491.0,4789.0,119.0,4233.0,,157.0,1491.0,1507.0
West Virginia,221.0,598.0,50.0,225.0,1442.0,124.0,594.0,89.0,300.0,2949.0,1296.0,147.0,120.0,1331.0,210.0,0.0,0.0,515.0,326.0,45.0,7515.0,236.0,459.0,0.0,0.0,309.0,60.0,78.0,293.0,160.0,1431.0,0.0,2017.0,3865.0,0.0,8545.0,97.0,132.0,4205.0,284.0,1857.0,0.0,546.0,1574.0,114.0,23.0,5561.0,83.0,,42.0,0.0
Wisconsin,708.0,432.0,4045.0,335.0,6637.0,2592.0,993.0,219.0,123.0,4338.0,1745.0,1108.0,566.0,25521.0,4017.0,3306.0,418.0,1040.0,850.0,12.0,147.0,733.0,5623.0,17927.0,983.0,2090.0,143.0,483.0,663.0,480.0,378.0,714.0,2213.0,2120.0,1383.0,1358.0,118.0,1057.0,1294.0,368.0,377.0,590.0,744.0,1984.0,890.0,342.0,2573.0,1555.0,1090.0,,14.0
Wyoming,51.0,761.0,369.0,174.0,2539.0,6905.0,11.0,0.0,0.0,1525.0,46.0,0.0,2140.0,450.0,6.0,342.0,286.0,83.0,114.0,0.0,0.0,152.0,849.0,357.0,70.0,241.0,1105.0,1784.0,427.0,0.0,7.0,76.0,113.0,395.0,237.0,22.0,462.0,960.0,284.0,13.0,219.0,1043.0,69.0,1398.0,2140.0,4.0,451.0,1803.0,0.0,168.0,
